航司代码,航司名称,产品名称,航线,订座舱位,上浮价格,政策返点,产品代码,出票OFFICE,备注,航司结算方式,产品有限期,司结算方式,票证类型
8L,祥鹏航空,2、超值经济舱产品,所有航线,"W舱  联动：H/K/L/M/X/V/N/Q/A/U/T/Z/P
",600,270,,KMG319/KMG279/CTU152,"（（一）免费托运行李额20KG。                                   
（二）经济舱前三排座位。
（三）机上餐食，计划飞行时间小于等于1H40min的餐食暂不对外宣传。

（暂时对外宣传机上饮品，7月1日恢复保障）  产品权益：六大服务权益——经济舱前三排、 机上餐/饮、金鹏会员享额外消费积分奖励、优惠退改、昆明、丽江专属值机柜台、部分机场优先登机。",,有效,,
8L,祥鹏航空,3、祥鹏航空贵宾室专享产品票务,所有航线,适用舱位：H/K/L/M/X/V/N/Q/A/U/T/Z/P 产品代码：GBSZX,70,10,GBSZX,KMG319/KMG279/CTU152,"1、免费行李额：20KG。
2、退票：按客票订座舱位对应多等级舱位管理规定，以票面价计算退票费，收取退票费
3、昆明长水国际机场祥鹏航空V3贵宾休息室（国内）2小时权益（贵宾室营业时间为：05:00-23:00）。备注：权益仅航班出行当天有效，未使用视为自动放弃。具体服务时长及权益内容以地服部相关规定为准，若因服务权益调整导致旅客投诉由地服部处理。",,有效,,
8L,祥鹏航空,3、祥鹏航空贵宾室专享产品票务,所有航线,适用舱位：H/K/L/M/X/V/N/Q/A/U/T/Z/P 产品代码：GBSZX,130,10,GBSZX130,KMG319/KMG279/CTU152,"1、免费行李额：20KG。
2、退票：按客票订座舱位对应多等级舱位管理规定，以票面价计算退票费，收取退票费
3、昆明长水国际机场祥鹏航空V3贵宾休息室（国内）2小时权益（贵宾室营业时间为：05:00-23:00）。备注：权益仅航班出行当天有效，未使用视为自动放弃。具体服务时长及权益内容以地服部相关规定为准，若因服务权益调整导致旅客投诉由地服部处理。",前返,有效,,
8L,祥鹏航空,3、祥鹏航空贵宾室专享产品票务,所有航线,适用舱位：H/K/L/M/X/V/N/Q/A/U/T/Z/P 产品代码：GBSZX,180,50,GBSZX180,KMG319/KMG279/CTU152,"1、免费行李额：20KG。
2、退票：按客票订座舱位对应多等级舱位管理规定，以票面价计算退票费，收取退票费
3、昆明长水国际机场祥鹏航空V3贵宾休息室（国内）2小时权益（贵宾室营业时间为：05:00-23:00）。备注：权益仅航班出行当天有效，未使用视为自动放弃。具体服务时长及权益内容以地服部相关规定为准，若因服务权益调整导致旅客投诉由地服部处理。",前返,有效,,
8L,祥鹏航空,3、祥鹏航空贵宾室专享产品票务,所有航线,适用舱位：H/K/L/M/X/V/N/Q/A/U/T/Z/P 产品代码：GBSZX,320,140,GBSZX320,KMG319/KMG279/CTU152,"1、免费行李额：20KG。
2、退票：按客票订座舱位对应多等级舱位管理规定，以票面价计算退票费，收取退票费
3、昆明长水国际机场祥鹏航空V3贵宾休息室（国内）2小时权益（贵宾室营业时间为：05:00-23:00）。备注：权益仅航班出行当天有效，未使用视为自动放弃。具体服务时长及权益内容以地服部相关规定为准，若因服务权益调整导致旅客投诉由地服部处理。",前返,有效,,
8L,祥鹏航空,3、祥鹏航空贵宾室专享产品票务,所有航线,适用舱位：H/K/L/M/X/V/N/Q/A/U/T/Z/P 产品代码：GBSZX,460,230,GBSZX460,KMG319/KMG279/CTU152,"1、免费行李额：20KG。
2、退票：按客票订座舱位对应多等级舱位管理规定，以票面价计算退票费，收取退票费
3、昆明长水国际机场祥鹏航空V3贵宾休息室（国内）2小时权益（贵宾室营业时间为：05:00-23:00）。备注：权益仅航班出行当天有效，未使用视为自动放弃。具体服务时长及权益内容以地服部相关规定为准，若因服务权益调整导致旅客投诉由地服部处理。",前返,有效,,
8L,祥鹏航空,4、优惠退改,所有航线,"订E舱 联动舱位：L/M/X/V/N/Q/A/U/T/Z（含小舱位） 产品代码：YHTG2
",100,10,YHTG2,KMG319/KMG279/CTU152,"1.经济舱前三排
2.优惠退改
3.在经济舱外放基础上上浮100元，不得大于经济舱公布普通票价。

自愿改期：YHTG1/YHTG2 均按照以下规则进行改期操作。
航班计划出港时间 336 小时（含）之前，每次收取实际票面
价 5%的改期手续费；航班计划出港时间前 336 小时（不含）至航
班计划出港时间前 72 小时（含），每次收取实际票面价 10%的改
期手续费；航班计划出港时间前 72 小时（不含）至航班计划出港
时间前 48 小时（含），每次收取实际票面价 30%的改期手续费；
航班计划出港时间前 48 小时（不含）至航班计划出港时间前 4 小
时（含），每次收取实际票面价 40%的改期手续费；航班计划出港
时间前 4 小时（不含）至航班起飞后，每次收取实际票面价 50%
的改期手续费。
",,有效,,
8L,祥鹏航空,5、往返特惠,所有航线,Y,直减0%,10,,KMG319/KMG279/CTU152,"在外放基础舱位中订座，以票面价为基础进行下浮。
往返程（RT）须使用一个票号或连续票号。
行李权益：经济舱免费托运行李额20kg。
金鹏积分按金鹏俱乐部现行标准执行。",,有效,,
8L,祥鹏航空,5、往返特惠,所有航线,H/K/L/M/X,直减5%,10,,KMG319/KMG279/CTU152,"在外放基础舱位中订座，以票面价为基础进行下浮。
往返程（RT）须使用一个票号或连续票号。
行李权益：经济舱免费托运行李额20kg。
金鹏积分按金鹏俱乐部现行标准执行。",,有效,,
8L,祥鹏航空,5、往返特惠,所有航线,V/N/Q/A/U/T/Z/P,直减7%,10,,KMG319/KMG279/CTU152,"在外放基础舱位中订座，以票面价为基础进行下浮。
往返程（RT）须使用一个票号或连续票号。
行李权益：经济舱免费托运行李额20kg。
金鹏积分按金鹏俱乐部现行标准执行。",,有效,,
8L,祥鹏航空,6、海天无限,所有航线,下浮比例（淡季）,下浮比例（旺季：国庆/暑运）,10,,KMG319/KMG279/CTU152,"产品简介：利用海航集团11家航司国内航线网络资源，提供更多的中转航线航班衔接选择。
旅行类型：中转联程（含单程中转A-B-C、往返程中转A-B-C-B-A或
A-B-C、C-B-A、多航段中转A-B-C-D或更长）
产品权益：
所有航司统一行李标准：公务舱免费行李额30KG，经济舱免费行李额20KG。
通程值机、行李直挂服务保障。
金鹏积分按金鹏俱乐部现行标准执行。
差异化政策适用于所有昆明、郑州、成都、云南省内（大理、丽江、版纳）、重庆、赣州
",,有效,,
8L,祥鹏航空,6、海天无限,所有航线,Y,0,0,,KMG319/KMG279/CTU152,"产品简介：利用海航集团11家航司国内航线网络资源，提供更多的中转航线航班衔接选择。
旅行类型：中转联程（含单程中转A-B-C、往返程中转A-B-C-B-A或
A-B-C、C-B-A、多航段中转A-B-C-D或更长）
产品权益：
所有航司统一行李标准：公务舱免费行李额30KG，经济舱免费行李额20KG。
通程值机、行李直挂服务保障。
金鹏积分按金鹏俱乐部现行标准执行。
差异化政策适用于所有昆明、郑州、成都、云南省内（大理、丽江、版纳）、重庆、赣州
",,有效,,
8L,祥鹏航空,6、海天无限,所有航线,H/K,0.05,0.03,,KMG319/KMG279/CTU152,"产品简介：利用海航集团11家航司国内航线网络资源，提供更多的中转航线航班衔接选择。
旅行类型：中转联程（含单程中转A-B-C、往返程中转A-B-C-B-A或
A-B-C、C-B-A、多航段中转A-B-C-D或更长）
产品权益：
所有航司统一行李标准：公务舱免费行李额30KG，经济舱免费行李额20KG。
通程值机、行李直挂服务保障。
金鹏积分按金鹏俱乐部现行标准执行。
差异化政策适用于所有昆明、郑州、成都、云南省内（大理、丽江、版纳）、重庆、赣州
",,有效,,
8L,祥鹏航空,6、海天无限,所有航线,L/M/X,0.07,0.05,,KMG319/KMG279/CTU152,"产品简介：利用海航集团11家航司国内航线网络资源，提供更多的中转航线航班衔接选择。
旅行类型：中转联程（含单程中转A-B-C、往返程中转A-B-C-B-A或
A-B-C、C-B-A、多航段中转A-B-C-D或更长）
产品权益：
所有航司统一行李标准：公务舱免费行李额30KG，经济舱免费行李额20KG。
通程值机、行李直挂服务保障。
金鹏积分按金鹏俱乐部现行标准执行。
差异化政策适用于所有昆明、郑州、成都、云南省内（大理、丽江、版纳）、重庆、赣州
",,有效,,
8L,祥鹏航空,6、海天无限,所有航线,V/N/Q,0.1,0.07,,KMG319/KMG279/CTU152,"产品简介：利用海航集团11家航司国内航线网络资源，提供更多的中转航线航班衔接选择。
旅行类型：中转联程（含单程中转A-B-C、往返程中转A-B-C-B-A或
A-B-C、C-B-A、多航段中转A-B-C-D或更长）
产品权益：
所有航司统一行李标准：公务舱免费行李额30KG，经济舱免费行李额20KG。
通程值机、行李直挂服务保障。
金鹏积分按金鹏俱乐部现行标准执行。
差异化政策适用于所有昆明、郑州、成都、云南省内（大理、丽江、版纳）、重庆、赣州
",,有效,,
8L,祥鹏航空,6、海天无限,所有航线,A/U/T/Z/P,0.1,0.07,,KMG319/KMG279/CTU152,"产品简介：利用海航集团11家航司国内航线网络资源，提供更多的中转航线航班衔接选择。
旅行类型：中转联程（含单程中转A-B-C、往返程中转A-B-C-B-A或
A-B-C、C-B-A、多航段中转A-B-C-D或更长）
产品权益：
所有航司统一行李标准：公务舱免费行李额30KG，经济舱免费行李额20KG。
通程值机、行李直挂服务保障。
金鹏积分按金鹏俱乐部现行标准执行。
差异化政策适用于所有昆明、郑州、成都、云南省内（大理、丽江、版纳）、重庆、赣州
",,有效,,
8L,祥鹏航空,7、GP免费行李,所有航线,GP免费行李20KG                                Y/B/H/K/L/M/X/V/N/Q/A/U/T/Z（不含小舱位）舱免费行李额：20KG,无,无,,KMG319/KMG279/CTU152,"BSP,B2B  Y舱20KG  
B/H/K/L/M/X/G  10KG
V/N/Q/A/U/T/Z  0KG",,有效,,
8L,祥鹏航空,8、商旅优选产品,所有航线,适用舱位：H/K/L/M/X/V/N/Q/A/U/T/Z/P 产品代码：SLYX,50,25,SLYX,KMG319/KMG279/CTU152,免费行李额：按现行《祥鹏航空国内航班行李政策差异化标准政策》执行,前返,有效,,
8L,祥鹏航空,8、商旅优选产品,所有航线,适用舱位：H/K/L/M/X/V/N/Q/A/U/T/Z/P 产品代码：SLYX,100,50,SLYX,KMG319/KMG279/CTU152,免费行李额：按现行《祥鹏航空国内航班行李政策差异化标准政策》执行,前返,有效,,
8L,祥鹏航空,云南地区属地GP溢价产品,云南进出港国内航班,H/K/L/M/X/V/N/Q/A/U/T/Z/P,200,160,GPYJ,KMG319,Y+GPYJ+200,,有效,,
8L,祥鹏航空,云南地区属地GP溢价产品,云南进出港国内航班,H/K/L/M/X/V/N/Q/A/U/T/Z/P,300,240,GPYJ300,KMG319,Y+GPYJ+300,前返,有效,,
8L,祥鹏航空,云南地区属地GP溢价产品,云南进出港国内航班,H/K/L/M/X/V/N/Q/A/U/T/Z/P,400,320,GPYJ400,KMG319,Y+GPYJ+400,前返,有效,,
8L,祥鹏航空,云南地区属地GP溢价产品,云南进出港国内航班,H/K/L/M/X/V/N/Q/A/U/T/Z/P,600,480,GPYJ600,KMG319,Y+GPYJ+600,前返,有效,,
8L,祥鹏航空,云南地区属地GP溢价产品,云南进出港国内航班,H/K/L/M/X/V/N/Q/A/U/T/Z/P,800,640,GPYJ,KMG319,Y+GPYJ+800,,有效,,
8L,祥鹏航空,云南地区属地GP溢价产品,云南进出港国内航班,H/K/L/M/X/V/N/Q/A/U/T/Z/P,1000,800,GPYJ,KMG319,Y+GPYJ+1000,,有效,,
CZ,中国南方航空,CZ优享飞,云南进出港,P/B/M/H/K/U/A/L/Q/E/V/Z/I/D/C,150.0,,*YXKMGJT,KMG319/KMG279,"40调整为：35元PAT:A@01ZYXHAAMD,02EYXKAAMD，南航对应OFFICE号B2B2下单，发送车辆群效验",前返预定代理+后返,2026.12.31,,GP/BSP/B2B
CZ,中国南方航空,CZ优享飞,云南进出港,P/B/M/H/K/U/A/L/Q/E/V/Z/I/D/C,260.0,,*YXKMGJL,KMG319/KMG279,南航对应OFFICE号B2B2下单，发送车辆群效验,前返预定代理+后返,2026.12.31,,GP/BSP/B2B
CZ,中国南方航空,CZ优享飞,云南进出港,P/B/M/H/K/U/A/L/Q/E/V/Z/I/D/C,420.0,,*YXKMGJD,KMG319/KMG279,南航对应OFFICE号B2B2下单，发送车辆群效验,前返预定代理+后返,2026.12.31,,GP/BSP/B2B
CZ,中国南方航空,CZ优享飞,云南进出港,P/B/M/H/K/U/A/L/Q/E/V/Z/I/D/C,580.0,,*YXKMGDL,KMG319/KMG279,南航对应OFFICE号B2B2下单，发送车辆群效验,前返预定代理+后返,2026.12.31,,GP/BSP/B2B
CZ,中国南方航空,CZ优享飞,云南进出港,P/B/M/H/K/U/A/L/Q/E/V/Z/I/D/C,800.0,,*YXKMGHP,KMG319/KMG279,南航对应OFFICE号B2B2下单，发送车辆群效验,前返预定代理+后返,2026.12.31,,GP/BSP/B2B
CZ,中国南方航空,CZ优享飞,成都进出港,P/B/M/H/K/U/A/L/Q/E/V/Z/I/D/C,350.0,,*YXKMGJH,KMG319,南航对应OFFICE号B2B2下单，发送车辆群效验,前返预定代理+后返,2026.12.31,,
CZ,中国南方航空,CZ优享飞,贵阳进出港（东海岸代码）,P/B/M/H/K/U/A/L/Q/E/V/Z/I/D/C,260.0,,*YXKMGJY,KMG319/KMG279,"（备注：南航贵阳进出港东海岸后返160元,验证码发送微信东海岸产品验证码统计群）",前返预定代理+后返（东海岸）,2026.12.31,,GP/BSP/B2B
CZ,中国南方航空,CZ优享飞,全国进出港（东海岸代码）,P/B/M/H/K/U/A/L/Q/E/V/Z/I/D/C,180.0,,*YXKMGXA,KMG319/KMG279,"（备注：全国进出港东海岸后返98元,验证码发送微信东海岸产品验证码统计群）",前返预定代理+后返（东海岸）,2026.12.31,,GP/BSP/B2B
CZ,中国南方航空,CZ优享飞,全国进出港（东海岸代码）,P/B/M/H/K/U/A/L/Q/E/V/Z/I/D/C,280.0,,*YXKMGXC,KMG319/KMG279,"（备注：全国进出港东海岸后返168元,验证码发送微信东海岸产品验证码统计群）",前返预定代理+后返（东海岸）,2026.12.31,,GP/BSP/B2B
CZ,中国南方航空,CZ里程加享、航班日期自4.1起,全国航线：100里程旅行套餐,P/B/M/H/K/U/A/L/Q/E/V/Z/T,30.0,,*YXLABMD,KMG319/KMG279/CTU152/SZX146,100里程,定额+后返,2026.4.1-2026.12.31,,GP/BSP/B2B
CZ,中国南方航空,CZ里程加享、航班日期自4.1起,全国航线：300里程旅行套餐,P/B/M/H/K/U/A/L/Q/E/V/Z/T,70.0,,*YXEAAMD,KMG319/KMG279/CTU152/SZX146,300里程,定额+后返,2026.4.1-2026.12.31,,GP/BSP/B2B
CZ,中国南方航空,CZ里程加享、航班日期自4.1起,全国航线：500里程旅行套餐,P/B/M/H/K/U/A/L/Q/E/V/Z/T,100.0,,*YXLAAMD,KMG319/KMG279/CTU152/SZX146,500里程,定额+后返,2026.4.1-2026.12.31,,GP/BSP/B2B
CZ,中国南方航空,CZ里程加享、航班日期自4.1起,全国航线：800里程旅行套餐,P/B/M/H/K/U/A/L/Q/E/V/Z/T,120.0,,*YXLACMD,KMG319/KMG279/CTU152/SZX146,800里程,定额+后返,2026.4.1-2026.12.31,,GP/BSP/B2B
CZ,中国南方航空,CZ里程加享、航班日期自4.1起,全国航线：1000里程旅行套餐,P/B/M/H/K/U/A/L/Q/E/V/Z/T,200.0,,*YXKAAMD,KMG319/KMG279/CTU152/SZX146,1000里程,定额+后返,2026.4.1-2026.12.31,,GP/BSP/B2B
CZ,中国南方航空,CZ里程加享、航班日期自4.1起,全国航线：1500里程旅行套餐,P/B/M/H/K/U/A/L/Q/E/V/Z/T,300.0,,*YXHAAMD,KMG319/KMG279/CTU152/SZX146,1500里程,定额+后返,2026.4.1-2026.12.31,,GP/BSP/B2B
CZ,中国南方航空,CZ里程加享、航班日期自4.1起,全国航线：2000里程旅行套餐,C/D/I/M/H/K/U/A/L/Q/E/V/Z/T,400.0,,*YXMAAMD,KMG319/KMG279/CTU152/SZX146,2000里程,定额+后返,2026.4.1-2026.12.31,,GP/BSP/B2B
CZ,中国南方航空,CZ里程加享、航班日期自4.1起,明珠舱800里程旅行套餐,S,,,"S1??A25 S2??A25 S3??A25 S1??A20 S2??A20 S3??A20 S1??A17 S2??A17 S3??A17 S1??A15 S2??A15 S3??A15
S1??A13 S2??A13 S3??A13",KMG319/KMG279/CTU152/SZX146,800里程,定额+后返,2026.4.1-2026.12.31,,GP/BSP/B2B
CZ,中国南方航空,CZ里程加享、航班日期自4.1起,明珠舱2000里程旅行套餐,S,,,"S1??A45 S1??A40
S1??A35 S1??A30 
S1??A26 S2??A45
S2??A40 S2??A35
S2??A30 S2??A26 
S3??A45 S3??A40
S3??A35 S3??A30 
S3??A26",KMG319/KMG279/CTU152/SZX146,2000里程,定额+后返,2026.4.1-2026.12.31,,GP/BSP/B2B
CZ,中国南方航空,CZ里程加享、航班日期自4.1起,全国航线：3000里程旅行套餐,C/D/I/H/K/U/A/L/Q/E/V/Z/T,600.0,,*YXMACMD,KMG319/KMG279/CTU152/SZX146,3000里程,定额+后返,2026.4.1-2026.12.31,,GP/BSP/B2B
CZ,中国南方航空,CZ里程加享、航班日期自4.1起,全国航线：4000里程旅行套餐,C/D/I/H/K/U/A/L/Q/E/V/Z/T,800.0,,*YXMADMD,KMG319/KMG279/CTU152/SZX146,4000里程,定额+后返,2026.4.1-2026.12.31,,GP/BSP/B2B
CZ,中国南方航空,CZ里程加享、航班日期自4.1起,全国航线：5000里程旅行套餐,C/D/I/H/K/U/A/L/Q/E/V/Z/T,1000.0,,*YXMAEMD,KMG319/KMG279/CTU152/SZX146,5000里程,定额+后返,2026.4.1-2026.12.31,,GP/BSP/B2B
CZ,中国南方航空,CZ权益包加享、航班日期自4.1起,全国航线：优先选择前排座位权益,P/B/M/H/K/U/A/L/Q/E/V/Z/T,60.0,,*YXKAAOA,KMG319/KMG279/CTU152/SZX146,优先选择前排座位权益,定额+后返,2026.4.1-2026.12.31,,GP/BSP/B2B
CZ,中国南方航空,CZ权益包加享、航班日期自4.1起,全国航线：300里程，额外赠前排座位权益,P/B/M/H/K/U/A/L/Q/E/V/Z/T,130.0,,*YXKABMS,KMG319/KMG279/CTU152/SZX146,300里程，额外赠前排座位权益,定额+后返,2026.4.1-2026.12.31,,GP/BSP/B2B
CZ,中国南方航空,CZ权益包加享、航班日期自4.1起,全国航线：1200里程，额外赠前排座位权益,P/B/M/H/K/U/A/L/Q/E/V/Z/T,300.0,,*YXKAAMS,KMG319/KMG279/CTU152/SZX146,1200里程，额外赠前排座位权益,定额+后返,2026.4.1-2026.12.31,,GP/BSP/B2B
CZ,中国南方航空,CZ权益包加享、航班日期自4.1起,全国航线：3000里程，额外赠前排座位权益,P/B/M/H/K/U/A/L/Q/E/V/Z/T,660.0,,*YXKACMS,KMG319/KMG279/CTU152/SZX146,3000里程，额外赠前排座位权益,定额+后返,2026.4.1-2026.12.31,,GP/BSP/B2B
CZ,中国南方航空,CZ权益包加享、航班日期自4.1起,"广州、沈阳、北京、大连、南宁、贵阳、海口、郑州、哈尔滨、武汉、长沙、长春、汕头、上海虹桥、上海浦东、深圳、乌鲁木齐、重庆、珠海、昆明、三亚、桂林、温州、合肥、宁波、厦门、福州、银川、西宁、呼和浩特、兰州、北京大兴、杭州、济南、南京、连云港、盐城、徐州、扬州、泰州、阿勒泰、阿克苏、喀什、和田、克拉玛依、库尔勒、伊宁始发国内航线及天津-和田航线。后续新增航线以实际查询结果为准。新增27个场站：常州、太原、青岛、济宁、临沂、菏泽、洛阳、包头、鄂尔多斯、通辽、惠州、临汾、忻州、长治、运城、大同、西安、汉中、延安、安康、榆林、陇南、荆州、襄阳、恩施、十堰、宜昌；义乌、成都天府、塔城、石河子。

",P/B/M/H/K/U/A/L/Q/E/V/Z/T,300.0,,*YXKAABD,KMG319/KMG279/CTU152/SZX146,行李旅行套餐。10KG额外行李额度,定额+后返,2026.4.1-2026.12.31,,GP/BSP/B2B
CZ,中国南方航空,CZ权益包加享、航班日期自4.1起,"广州、沈阳、北京、大连、南宁、贵阳、海口、郑州、哈尔滨、武汉、长沙、长春、汕头、上海虹桥、上海浦东、深圳、乌鲁木齐、重庆、珠海、昆明、三亚、桂林、温州、合肥、宁波、厦门、福州、银川、西宁、呼和浩特、兰州、北京大兴、杭州、济南、南京、连云港、盐城、徐州、扬州、泰州、阿勒泰、阿克苏、喀什、和田、克拉玛依、库尔勒、伊宁始发国内航线及天津-和田航线。后续新增航线以实际查询结果为准。新增27个场站：常州、太原、青岛、济宁、临沂、菏泽、洛阳、包头、鄂尔多斯、通辽、惠州、临汾、忻州、长治、运城、大同、西安、汉中、延安、安康、榆林、陇南、荆州、襄阳、恩施、十堰、宜昌；义乌、成都天府、塔城、石河子。

",P/B/M/H/K/U/A/L/Q/E/V/Z/T,380.0,,*YXKAAMA,KMG319/KMG279/CTU152/SZX146,里程行李旅行套餐。500里程+10KG额外行李额,定额+后返,2026.4.1-2026.12.31,,GP/BSP/B2B
CZ,中国南方航空,CZ权益包加享、航班日期自4.1起,"北京大兴、广州、杭州、深圳、上海浦东、上海虹桥、乌鲁木齐
",P/B/M/H/K/U/A/L/Q/E/V/Z/T,260.0,,*YXKAALA,KMG319/KMG279/CTU152/SZX146,休息室旅行套餐.赠航班当日始发机场指定南航国内休息室服务一次（限广州、北京、杭州、深圳、上海浦东、上海虹桥、乌鲁木齐）,定额+后返,2026.4.1-2026.12.31,,GP/BSP/B2B
CZ,中国南方航空,CZ权益包加享、航班日期自4.1起,武汉、哈尔滨、长春、长沙、重庆、汕头（揭阳）、大连、珠海、沈阳、贵阳、南宁、郑州、昆明、南阳、三亚、南京、西安18个机场。,P/B/M/H/K/U/A/L/Q/E/V/Z/T,160.0,,*YXKABLA,KMG319/KMG279/CTU152/SZX146,休息室旅行套餐。赠航班当日始发机场指定南航国内休息室服务一次（除广州、北京、杭州、深圳、上海浦东、上海虹桥、乌鲁木齐外）,定额+后返,2026.4.1-2026.12.31,,GP/BSP/B2B
CZ,中国南方航空,CZ权益包加享、航班日期自4.1起,以实际发布为准,P/B/M/H/K/U,320.0,,*YXHAAUC,KMG319/KMG279/CTU152/SZX146,300里程+明珠舱升舱。额外获赠300里程和明珠经济舱升舱权益,定额+后返,2026.4.1-2026.12.31,,GP/BSP/B2B
CZ,中国南方航空,CZ退改加享、航班日期自4.1起,全国航线：变更旅行套餐,P/B/M/H/K/U/A/L/Q/E/V/Z/T,150.0,,*YXKAAGD,KMG319/KMG279/CTU152/SZX146,在航班预计离站时间前4小时（含）前自愿变更，免收自愿变更费,定额+后返,2026.01.01-2026.12.31,,GP/BSP/B2B
CZ,中国南方航空,CZ退改加享、航班日期自4.1起,全国航线：退改无忧,P/B/M/H/K/U/A/L/Q/E/V/Z/T,160.0,,*YXKAARG,KMG319/KMG279/CTU152/SZX146,"1.客票有效期内，24小时（含）前免费退票手续费1次，加价金额不退；24小时后按正常退改规则计算手续费。
2.客票有效期内，4小时前免变更手续费；4小时后按正常退改规则计算手续费。
3.300万元航空意外身故及伤残保障，保险期间为客票当次航班。",定额+后返,2026.01.01-2026.12.31,,GP/BSP/B2B
CZ,中国南方航空,CZ退改加享、航班日期自4.1起,全国航线：金牌退改,C/D/I/P/B/M/H/K/U/A/L/Q/E/V/Z/T,600.0,,*YXKADRG,KMG319/KMG279/CTU152/SZX146,"1.航班起飞前4小时以外变更，免收变更手续费，正常收取票价差；4小时以内变更，按客票使用规则收取变更手续费。
2.航班起飞前24小时以外退票，免收退票手续费；24小时以内退票，按客票使用规则收取退票手续费。
3.客票成行后赠3000里程。",定额+后返,2026.01.01-2026.12.31,,GP/BSP/B2B
CZ,中国南方航空,CZ保险加享、航班日期自4.1起,全国航线：航意航延综合保障,P/B/M/H/K/U/A/L/Q/E/V/Z/T,70.0,,*YXKAAID,KMG319/KMG279/CTU152/SZX146,航意700万，医疗15万；航延2小时起赔，最高赔600,定额+后返,2026.4.1-2026.12.31,,GP/BSP/B2B
