产品名称,航线,订座舱位,上浮价格,政策返点,产品代码,出票office,备注,产品有限期,none,source_sheet,none_2,none_3,none_4,none_5,none_6,none_7,none_8,none_9,none_10,none_11,none_12,none_13,none_14,none_15,none_16,none_17,上浮/下浮价格,政策返点（后返+车辆后返+代理费),票证类型
CA2026年经济舱优选,产品一,V,,70-90,CAOL253497，KPL,KMG319/CTU152/SZX146,,有效,,CA,,,,,,,,,,,,,,,,,,,GP/BSP/B23B
CA2026年经济舱优选,产品一,W,,50-70,CAOL253497，KPL,KMG319/CTU152/SZX146,,有效,,CA,,,,,,,,,,,,,,,,,,,GP/BSP/B24B
CA2026年经济舱优选,产品一,S,,30-50,CAOL253497，KPL,KMG319/CTU152/SZX146,,有效,,CA,,,,,,,,,,,,,,,,,,,GP/BSP/B25B
CA2026年经济舱优选,产品二,Y,,140-200,CAOL253505，WS,KMG319/CTU152/SZX146,,有效,,CA,,,,,,,,,,,,,,,,,,,GP/BSP/B26B
CA2026年经济舱优选,产品二,B,,130-150,CAOL253505，WS,KMG319/CTU152/SZX146,,有效,,CA,,,,,,,,,,,,,,,,,,,GP/BSP/B27B
CA2026年经济舱优选,产品二,M,,110-130,CAOL253505，WS,KMG319/CTU152/SZX146,,有效,,CA,,,,,,,,,,,,,,,,,,,GP/BSP/B28B
CA2026年经济舱优选,产品二,U,,90-110,CAOL253505，WS,KMG319/CTU152/SZX146,,有效,,CA,,,,,,,,,,,,,,,,,,,GP/BSP/B29B
CA2026年经济舱优选,产品二,H,,70-90,CAOL253505，WS,KMG319/CTU152/SZX146,,有效,,CA,,,,,,,,,,,,,,,,,,,GP/BSP/B30B
CA2026年经济舱优选,产品二,Q,,50-70,CAOL253505，WS,KMG319/CTU152/SZX146,,有效,,CA,,,,,,,,,,,,,,,,,,,GP/BSP/B31B
CA2026年经济舱优选,产品二,V,,30-50,CAOL253505，WS,KMG319/CTU152/SZX146,,有效,,CA,,,,,,,,,,,,,,,,,,,GP/BSP/B32B
CA2026年经济舱优选,产品三,Y,,80-140,CAOL253489，HQV,KMG319/CTU152/SZX146,,有效,,CA,,,,,,,,,,,,,,,,,,,GP/BSP/B33B
CA2026年经济舱优选,产品三,B,,60-80,CAOL253489，HQV,KMG319/CTU152/SZX146,,有效,,CA,,,,,,,,,,,,,,,,,,,GP/BSP/B34B
CA2026年经济舱优选,产品三,M,,40-60,CAOL253489，HQV,KMG319/CTU152/SZX146,,有效,,CA,,,,,,,,,,,,,,,,,,,GP/BSP/B35B
CA2026年经济舱优选,产品三,U,,20-40,CAOL253489，HQV,KMG319/CTU152/SZX146,,有效,,CA,,,,,,,,,,,,,,,,,,,GP/BSP/B36B
CA2026年经济舱优选,产品四,Y,,30-50,CAOL253504，BMU,KMG319/CTU152/SZX146,,有效,,CA,,,,,,,,,,,,,,,,,,,GP/BSP/B37B
CA2026年经济舱优选,产品一,LPK舱,Y88,130.0,CA6L253495,KMG319/CTU152/SZX146,,有效,,CA,,,,,,,,,,,,,,,,,,,GP/BSP/B38B
CA2026年经济舱优选,产品二,外放S,Y88,90.0,CA6L253491,KMG319/CTU152/SZX146,,有效,,CA,,,,,,,,,,,,,,,,,,,GP/BSP/B39B
CA2026年经济舱优选,产品三,外放W,Y88,70.0,CA6L253490,KMG319/CTU152/SZX146,,有效,,CA,,,,,,,,,,,,,,,,,,,GP/BSP/B40B
CA2026年经济舱优选,产品四,外放V,Y88,50.0,CA6L253508,KMG319/CTU152/SZX146,,有效,,CA,,,,,,,,,,,,,,,,,,,GP/BSP/B41B
CA2026年经济舱优选,产品五,外放Q,Y88,30.0,CA6L253499,KMG319/CTU152/SZX146,,有效,,CA,,,,,,,,,,,,,,,,,,,GP/BSP/B42B
CA2026年经济舱优选,产品六,外放H,Y88,10.0,CA6L253492,KMG319/CTU152/SZX146,,有效,,CA,,,,,,,,,,,,,,,,,,,GP/BSP/B43B
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,
KY一路护航,"1.特殊航线：
KMG-XIY、XYI-KMG、KMG-XMN、XMN-KMG、KMG-PVG、PVG-KMG、KMG-PEK、PEK-KMG、KMG-CAN、CAN-KMG、KMG-SZX、SZX-KMG、KMG-HGH、HGH-KMG、KMG-NKG、NKG-KMG、KMG-NTG、NTG-KMG、KMG-WUH、WUH-KMG、KMG-TCZ、TCZ-KMG、KMG-LUM、LUM-KMG、KMG-CGO、CGO-KMG、KMG-TFU、TFU-KMG航线前返比例为80%;
其他所有航线前返比例为70%;",订B舱,200.0,80%/70%,PAT:A或PAT:A#CYLHH,KMG319/KMG279,"自愿退票：
1、航班规定离站时间前48小时至4小时（含）之前  
2、航班规定离站时间前4小时之后20%；                                       
3、PAT:A或PAT:A#CYLHH",2026年03月29日（含）-2026年06月30日（含）,,KY,,,,,,,,,,,,,,,,,,,GP/BSP
KY一路护航,指定航线分润80%，其他所有航线前返比例为70%；,订B舱,300.0,80%/70%,PAT:A或PAT:A#CYLHH,KMG319/KMG279,"自愿退票：
1、航班规定离站时间前48小时至4小时（含）之前  
2、航班规定离站时间前4小时之后20%；                                       
3、PAT:A或PAT:A#CYLHH",2026年03月29日（含）-2026年06月30日（含）,,KY,,,,,,,,,,,,,,,,,,,GP/BSP
KY一路护航,指定航线分润80%，其他所有航线前返比例为70%；,订B舱,,80%/70%,PAT:A或PAT:A#CYLHH,KMG319/KMG279,"自愿退票：
1、航班规定离站时间前48小时至4小时（含）之前  
2、航班规定离站时间前4小时之后20%；                                       
3、PAT:A或PAT:A#CYLHH",2026年03月29日（含）-2026年06月30日（含）,,KY,,,,,,,,,,,,,,,,,,,GP/BSP
KY一路护航,指定航线分润80%，其他所有航线前返比例为70%；,订B舱,500.0,80%/70%,PAT:A或PAT:A#CYLHH,KMG319/KMG279,"自愿退票：
1、航班规定离站时间前48小时至4小时（含）之前  
2、航班规定离站时间前4小时之后20%；                                       
3、PAT:A或PAT:A#CYLHH",2026年03月29日（含）-2026年06月30日（含）,,KY,,,,,,,,,,,,,,,,,,,GP/BSP
KY一路护航,指定航线分润80%，其他所有航线前返比例为70%；,订B舱,600.0,80%/70%,PAT:A或PAT:A#CSWZX,KMG319/KMG279,"自愿退票：
1、航班规定离站时间前48小时至4小时（含）之前  
2、航班规定离站时间前4小时之后20%；                                       
3、PAT:A或PAT:A#CSWZX",2026年03月29日（含）-2026年06月30日（含）,,KY,,,,,,,,,,,,,,,,,,,GP/BSP
KY一路护航,指定航线分润80%，其他所有航线前返比例为70%；,订B舱,700.0,80%/70%,PAT:A或PAT:A#CSWZX,KMG319/KMG279,"自愿退票：
1、航班规定离站时间前48小时至4小时（含）之前  
2、航班规定离站时间前4小时之后20%；                                       
3、PAT:A或PAT:A#CSWZX",2026年03月29日（含）-2026年06月30日（含）,,KY,,,,,,,,,,,,,,,,,,,GP/BSP
KY一路护航,指定航线分润80%，其他所有航线前返比例为70%；,订B舱,800.0,80%/70%,PAT:A或PAT:A#CSWZX,KMG319/KMG279,"自愿退票：
1、航班规定离站时间前48小时至4小时（含）之前  
2、航班规定离站时间前4小时之后20%；                                       
3、PAT:A或PAT:A#CSWZX",2026年03月29日（含）-2026年06月30日（含）,,KY,,,,,,,,,,,,,,,,,,,GP/BSP
KY一路护航,指定航线分润80%，其他所有航线前返比例为70%；,订B舱,900.0,80%/70%,PAT:A或PAT:A#CSWZX,KMG319,"自愿退票：
1、航班规定离站时间前48小时至4小时（含）之前  
2、航班规定离站时间前4小时之后20%；                                       
3、PAT:A或PAT:A#CSWZX",2026年03月29日（含）-2026年06月30日（含）,,KY,,,,,,,,,,,,,,,,,,,GP/BSP
KY一路护航,指定航线分润80%，其他所有航线前返比例为70%；,订B舱,1000.0,80%/70%,PAT:A或PAT:A#CSWZX,KMG319/KMG279,"自愿退票：
1、航班规定离站时间前48小时至4小时（含）之前  
2、航班规定离站时间前4小时之后20%；                                       
3、PAT:A或PAT:A#CSWZX",2026年03月29日（含）-2026年06月30日（含）,,KY,,,,,,,,,,,,,,,,,,,GP/BSP
KY昆航  优选经济舱,全国航线,"订E舱，联动舱位：S、S1、S2、S3、S4、S5、P、P1、P2、P3、P4、P5、
Y、B、M、M1、M2、U、U1、U2、H、H1、H2、Q、Q1、Q2、V、V1、V2、W、W1、W2，EI项注明“经济舱不得签转”。",E100,15.0,CPJF001,KMG319/KMG279,"PAT:A，E+公布舱位/私有运价+E+1001.空中服务
（1）享受经济舱前排座椅。
（2）配备矿泉水一瓶。
2.地面服务
（1）产品E舱享受20KG免费行李额。
（2）优先登机：旅客在候机楼登机口登机时，出示登机牌即可享受与两舱客户一样的特殊通道优先登机服务。（仅限昆明机场）",销售日期：2026年1月8日（含）-2026年3月28日（含）乘机日期：2026年1月8日（含）-2026年3月28日（含）,,KY,,,,,,,,,,,,,,,,,,,GP/BSP
KY昆航优选经济舱,全国航线,"订E舱，联动舱位：S、S1、S2、S3、S4、S5、P、P1、P2、P3、P4、P5、
Y、B、M、M1、M2、U、U1、U2、H、H1、H2、Q、Q1、Q2、V、V1、V2、W、W1、W2，EI项注明“经济舱不得签转”。",E120,15.0,CPJF002,KMG319/KMG279,"PAT:A，E+公布舱位/私有运价+E+1201.空中服务
（1）享受经济舱前排座椅。
（2）配备矿泉水一瓶。
2.地面服务
（1）产品E舱享受20KG免费行李额。
（3）优先登机：旅客在候机楼登机口登机时，出示登机牌即可享受与两舱客户一样的特殊通道优先登机服务。（仅限昆明机场）",销售日期：2026年1月8日（含）-2026年3月28日（含）乘机日期：2026年1月8日（含）-2026年3月28日（含）,,KY,,,,,,,,,,,,,,,,,,,GP/BSP
KY昆航优选经济舱,全国航线,"订E舱，联动舱位：S、S1、S2、S3、S4、S5、P、P1、P2、P3、P4、P5、
Y、B、M、M1、M2、U、U1、U2、H、H1、H2、Q、Q1、Q2、V、V1、V2、W、W1、W2，EI项注明“经济舱不得签转”。",E140,15.0,CPJF003,KMG319/KMG279,"PAT:A，E+公布舱位/私有运价+E+1401.空中服务
（1）享受经济舱前排座椅。
（2）配备矿泉水一瓶。
2.地面服务
（1）产品E舱享受20KG免费行李额。
（4）优先登机：旅客在候机楼登机口登机时，出示登机牌即可享受与两舱客户一样的特殊通道优先登机服务。（仅限昆明机场）",销售日期：2026年1月8日（含）-2026年3月28日（含）乘机日期：2026年1月8日（含）-2026年3月28日（含）,,KY,,,,,,,,,,,,,,,,,,,GP/BSP
KY昆航  优选经济舱,全国航线,"订E舱，联动舱位：S、S1、S2、S3、S4、S5、P、P1、P2、P3、P4、P5、
Y、B、M、M1、M2、U、U1、U2、H、H1、H2、Q、Q1、Q2、V、V1、V2、W、W1、W2，EI项注明“经济舱不得签转”。",E200,15.0,CPJF004,KMG319/KMG279,"PAT:A，E+公布舱位/私有运价+E+2001.空中服务
（1）享受经济舱前排座椅。
（2）配备矿泉水一瓶。
2.地面服务
（1）产品E舱享受20KG免费行李额。
（5）优先登机：旅客在候机楼登机口登机时，出示登机牌即可享受与两舱客户一样的特殊通道优先登机服务。（仅限昆明机场）",销售日期：2026年1月8日（含）-2026年3月28日（含）乘机日期：2026年1月8日（含）-2026年3月28日（含）,,KY,,,,,,,,,,,,,,,,,,,GP/BSP
KY昆航优选经济舱,全国航线,"订E舱，联动舱位：S、S1、S2、S3、S4、S5、P、P1、P2、P3、P4、P5、
Y、B、M、M1、M2、U、U1、U2、H、H1、H2、Q、Q1、Q2、V、V1、V2、W、W1、W2，EI项注明“经济舱不得签转”。",E300,150.0,CPJF005,KMG319/KMG279,"PAT:A，E+公布舱位/私有运价+E+3001.空中服务
（1）享受经济舱前排座椅。
（2）配备矿泉水一瓶。
2.地面服务
（1）产品E舱享受20KG免费行李额。
（6）优先登机：旅客在候机楼登机口登机时，出示登机牌即可享受与两舱客户一样的特殊通道优先登机服务。（仅限昆明机场）",销售日期：2026年1月8日（含）-2026年3月28日（含）乘机日期：2026年1月8日（含）-2026年3月28日（含）,,KY,,,,,,,,,,,,,,,,,,,GP/BSP
KY昆航优选经济舱,全国航线,"订E舱，联动舱位：S、S1、S2、S3、S4、S5、P、P1、P2、P3、P4、P5、
Y、B、M、M1、M2、U、U1、U2、H、H1、H2、Q、Q1、Q2、V、V1、V2、W、W1、W2，EI项注明“经济舱不得签转”。",E400,200.0,CPJF006,KMG319/KMG279,"PAT:A，E+公布舱位/私有运价+E+4001.空中服务
（1）享受经济舱前排座椅。
（2）配备矿泉水一瓶。
2.地面服务
（1）产品E舱享受20KG免费行李额。
（7）优先登机：旅客在候机楼登机口登机时，出示登机牌即可享受与两舱客户一样的特殊通道优先登机服务。（仅限昆明机场）",销售日期：2026年1月8日（含）-2026年3月28日（含）乘机日期：2026年1月8日（含）-2026年3月28日（含）,,KY,,,,,,,,,,,,,,,,,,,GP/BSP
KY昆航优选经济舱,全国航线,"订E舱，联动舱位：S、S1、S2、S3、S4、S5、P、P1、P2、P3、P4、P5、
Y、B、M、M1、M2、U、U1、U2、H、H1、H2、Q、Q1、Q2、V、V1、V2、W、W1、W2，EI项注明“经济舱不得签转”。",E500,250.0,CPJF007,KMG319/KMG279,"PAT:A，E+公布舱位/私有运价+E+5001.空中服务
（1）享受经济舱前排座椅。
（2）配备矿泉水一瓶。
2.地面服务
（1）产品E舱享受20KG免费行李额。
（8）优先登机：旅客在候机楼登机口登机时，出示登机牌即可享受与两舱客户一样的特殊通道优先登机服务。（仅限昆明机场）",销售日期：2026年1月8日（含）-2026年3月28日（含）乘机日期：2026年1月8日（含）-2026年3月28日（含）,,KY,,,,,,,,,,,,,,,,,,,GP/BSP
KY昆航  优选经济舱,全国航线,"订E舱，联动舱位：S、S1、S2、S3、S4、S5、P、P1、P2、P3、P4、P5、
Y、B、M、M1、M2、U、U1、U2、H、H1、H2、Q、Q1、Q2、V、V1、V2、W、W1、W2，EI项注明“经济舱不得签转”。",E600,300.0,CPJF008,KMG319/KMG279,"PAT:A，E+公布舱位/私有运价+E+6001.空中服务
（1）享受经济舱前排座椅。
（2）配备矿泉水一瓶。
2.地面服务
（1）产品E舱享受20KG免费行李额。
（9）优先登机：旅客在候机楼登机口登机时，出示登机牌即可享受与两舱客户一样的特殊通道优先登机服务。（仅限昆明机场）",销售日期：2026年1月8日（含）-2026年3月28日（含）乘机日期：2026年1月8日（含）-2026年3月28日（含）,,KY,,,,,,,,,,,,,,,,,,,GP/BSP
KY昆航优选经济舱,全国航线,"订E舱，联动舱位：S、S1、S2、S3、S4、S5、P、P1、P2、P3、P4、P5、
Y、B、M、M1、M2、U、U1、U2、H、H1、H2、Q、Q1、Q2、V、V1、V2、W、W1、W2，EI项注明“经济舱不得签转”。",E700,350.0,CPJF009,KMG319/KMG279,"PAT:A，E+公布舱位/私有运价+E+7001.空中服务
（1）享受经济舱前排座椅。
（2）配备矿泉水一瓶。
2.地面服务
（1）产品E舱享受20KG免费行李额。
（10）优先登机：旅客在候机楼登机口登机时，出示登机牌即可享受与两舱客户一样的特殊通道优先登机服务。（仅限昆明机场）",销售日期：2026年1月8日（含）-2026年3月28日（含）乘机日期：2026年1月8日（含）-2026年3月28日（含）,,KY,,,,,,,,,,,,,,,,,,,GP/BSP
KY昆航优选经济舱,全国航线,订E舱，联动舱位：S、S1、S2、S3、S4、S5、P、P1、P2、P3、P4、P5、Y、B、M、M1、M2、U、U1、U2、H、H1、H2、Q、Q1、Q2、V、V1、V2、W、W1、W2，EI项注明“经济舱不得签转”。,E800,400.0,CPJF010,KMG319/KMG279,"PAT:A，E+公布舱位/私有运价+E+8001.空中服务
（1）享受经济舱前排座椅。
（2）配备矿泉水一瓶。
2.地面服务
（1）产品E舱享受20KG免费行李额。
（11）优先登机：旅客在候机楼登机口登机时，出示登机牌即可享受与两舱客户一样的特殊通道优先登机服务。（仅限昆明机场）",销售日期：2026年1月8日（含）-2026年3月28日（含）乘机日期：2026年1月8日（含）-2026年3月28日（含）,,KY,,,,,,,,,,,,,,,,,,,GP/BSP
KY昆航舒适经济舱,全国航线,G1,G1/80,70.0,SCYX001,KMG319/KMG279,"EI项注明“经济舱不得签转”,1.空中服务
①享受经济舱前排座椅。
2.地面服务
①享受与主舱位G舱一致的20KG免费行李额。","销售日期：2025年9月22日（含）-2026年3月28日（含）；
乘机日期：2025年10月26日（含）-2026年3月28日（含）。",,KY,,,,,,,,,,,,,,,,,,,GP/BSP/B2B
KY昆航 舒适经济舱,全国航线,G2,G2/70,70.0,SCYX001,KMG319/KMG279,"EI项注明“经济舱不得签转”,1.空中服务
①享受经济舱前排座椅。
2.地面服务
①享受与主舱位G舱一致的21KG免费行李额。","销售日期：2025年9月22日（含）-2026年3月28日（含）；
乘机日期：2025年10月26日（含）-2026年3月28日（含）。",,KY,,,,,,,,,,,,,,,,,,,GP/BSP/B2B
KY昆航 舒适经济舱,全国航线,G3,G3/60,70.0,SCYX001,KMG319/KMG279,"EI项注明“经济舱不得签转”,1.空中服务
①享受经济舱前排座椅。
2.地面服务
①享受与主舱位G舱一致的22KG免费行李额。","销售日期：2025年9月22日（含）-2026年3月28日（含）；
乘机日期：2025年10月26日（含）-2026年3月28日（含）。",,KY,,,,,,,,,,,,,,,,,,,GP/BSP/B2B
KY昆航 舒适经济舱,全国航线,G4,G4/50,70.0,SCYX001,KMG319/KMG279,"EI项注明“经济舱不得签转”,1.空中服务
①享受经济舱前排座椅。
2.地面服务
①享受与主舱位G舱一致的23KG免费行李额。","销售日期：2025年9月22日（含）-2026年3月28日（含）；
乘机日期：2025年10月26日（含）-2026年3月28日（含）。",,KY,,,,,,,,,,,,,,,,,,,GP/BSP/B2B
