航司,产品名称,航线,订座舱位,上浮价格,政策返点,产品代码,出票OFFICE,备注,产品有限期
3、,3、“优享行李”产品,所有航线,订X舱 关联舱位：A/I/R/J/K/M/L/Q/O 及其子舱位 （XYHA60和XYHA100）,60,0,XRYA8B,KMG319/KMG279,,"1.免费行李20KG
2.订座舱位＋YHA50，订座舱位＋YHA80
3.在客票有效期内，客票退改签按照湖南航空股份有限公司国内客票使用条件（最新版）执行"
3、,3、“优享行李”产品,所有航线,订X舱 关联舱位：A/I/R/J/K/M/L/Q/O 及其子舱位 （XYHA60和XYHA100）,100,0,XRYA8B,KMG319/KMG279,,"1.免费行李20KG
2.订座舱位＋YHA50，订座舱位＋YHA80
3.在客票有效期内，客票退改签按照湖南航空股份有限公司国内客票使用条件（最新版）执行"
4、,4、夏秋航季座位预留服务,湖南航空所有自营航班，不含包机航线。,"B、H、N、T、U、A、I、R、J、K、L、Q、D、M、O 及其子舱位 
及其子舱位 (舱位+XZA50-舱位+XZA600)前返",50,20,XZA5S,KMG319/KMG279,,"、选座券使用说明
（一）本产品需由销售渠道负责为购买产品的旅客使用选座
券在湖南航空小程序进行选座并保障权益使用，不可转赠或转售
选座券给旅客，如因旅客自行使用产生的相关问题由销售渠道负
责；
（二）选座券可用时间：航班起飞前 14 天-航班起飞前 2 小
时；
（三）每张选座券仅可为单人使用，每次选座仅可使用一张，
多人选座需分开下单选座。
（四）选座券查看：登录湖南航空小程序，点击“我的”-“红
包卡券” 查看已有选座券数量、有效期及使用说明等信息。
（五）选座流程：
Step1：进入首页-出行助手“选座服务”；
Step2：输入信息，点击“查询”；
Step3：筛选所需选座航班点击“选座”；
STEP4：选择心仪座位后仔细阅读并勾选《湖南航空会员积分
选座服务须知》等服务协议，选择“选座产品优惠券”抵扣选座
积分，点击“去支付”完成选座；                                           退票规则：参照湖南航空股份有限公司国内客票使用条件执行"
4、,4、夏秋航季座位预留服务,湖南航空所有自营航班，不含包机航线。,"B、H、N、T、U、A、I、R、J、K、L、Q、D、M、O 及其子舱位 
及其子舱位 (舱位+XZA50-舱位+XZA600)前返",100,60,XZA1B,KMG319/KMG279,,"、选座券使用说明
（一）本产品需由销售渠道负责为购买产品的旅客使用选座
券在湖南航空小程序进行选座并保障权益使用，不可转赠或转售
选座券给旅客，如因旅客自行使用产生的相关问题由销售渠道负
责；
（二）选座券可用时间：航班起飞前 14 天-航班起飞前 2 小
时；
（三）每张选座券仅可为单人使用，每次选座仅可使用一张，
多人选座需分开下单选座。
（四）选座券查看：登录湖南航空小程序，点击“我的”-“红
包卡券” 查看已有选座券数量、有效期及使用说明等信息。
（五）选座流程：
Step1：进入首页-出行助手“选座服务”；
Step2：输入信息，点击“查询”；
Step3：筛选所需选座航班点击“选座”；
STEP4：选择心仪座位后仔细阅读并勾选《湖南航空会员积分
选座服务须知》等服务协议，选择“选座产品优惠券”抵扣选座
积分，点击“去支付”完成选座；                                           退票规则：参照湖南航空股份有限公司国内客票使用条件执行"
4、,4、夏秋航季座位预留服务,湖南航空所有自营航班，不含包机航线。,"B、H、N、T、U、A、I、R、J、K、L、Q、D、M、O 及其子舱位 
及其子舱位 (舱位+XZA50-舱位+XZA600)前返",200,120,XZA2B,KMG319/KMG279,,"、选座券使用说明
（一）本产品需由销售渠道负责为购买产品的旅客使用选座
券在湖南航空小程序进行选座并保障权益使用，不可转赠或转售
选座券给旅客，如因旅客自行使用产生的相关问题由销售渠道负
责；
（二）选座券可用时间：航班起飞前 14 天-航班起飞前 2 小
时；
（三）每张选座券仅可为单人使用，每次选座仅可使用一张，
多人选座需分开下单选座。
（四）选座券查看：登录湖南航空小程序，点击“我的”-“红
包卡券” 查看已有选座券数量、有效期及使用说明等信息。
（五）选座流程：
Step1：进入首页-出行助手“选座服务”；
Step2：输入信息，点击“查询”；
Step3：筛选所需选座航班点击“选座”；
STEP4：选择心仪座位后仔细阅读并勾选《湖南航空会员积分
选座服务须知》等服务协议，选择“选座产品优惠券”抵扣选座
积分，点击“去支付”完成选座；                                           退票规则：参照湖南航空股份有限公司国内客票使用条件执行"
4、,4、夏秋航季座位预留服务,湖南航空所有自营航班，不含包机航线。,"B、H、N、T、U、A、I、R、J、K、L、Q、D、M、O 及其子舱位 
及其子舱位 (舱位+XZA50-舱位+XZA600)前返",300,210,XZA3B,KMG319/KMG279,,"、选座券使用说明
（一）本产品需由销售渠道负责为购买产品的旅客使用选座
券在湖南航空小程序进行选座并保障权益使用，不可转赠或转售
选座券给旅客，如因旅客自行使用产生的相关问题由销售渠道负
责；
（二）选座券可用时间：航班起飞前 14 天-航班起飞前 2 小
时；
（三）每张选座券仅可为单人使用，每次选座仅可使用一张，
多人选座需分开下单选座。
（四）选座券查看：登录湖南航空小程序，点击“我的”-“红
包卡券” 查看已有选座券数量、有效期及使用说明等信息。
（五）选座流程：
Step1：进入首页-出行助手“选座服务”；
Step2：输入信息，点击“查询”；
Step3：筛选所需选座航班点击“选座”；
STEP4：选择心仪座位后仔细阅读并勾选《湖南航空会员积分
选座服务须知》等服务协议，选择“选座产品优惠券”抵扣选座
积分，点击“去支付”完成选座；                                           退票规则：参照湖南航空股份有限公司国内客票使用条件执行"
4、,4、夏秋航季座位预留服务,湖南航空所有自营航班，不含包机航线。,"B、H、N、T、U、A、I、R、J、K、L、Q、D、M、O 及其子舱位 
及其子舱位 (舱位+XZA50-舱位+XZA600)前返",400,280,XZA4B,KMG319/KMG279,,"、选座券使用说明
（一）本产品需由销售渠道负责为购买产品的旅客使用选座
券在湖南航空小程序进行选座并保障权益使用，不可转赠或转售
选座券给旅客，如因旅客自行使用产生的相关问题由销售渠道负
责；
（二）选座券可用时间：航班起飞前 14 天-航班起飞前 2 小
时；
（三）每张选座券仅可为单人使用，每次选座仅可使用一张，
多人选座需分开下单选座。
（四）选座券查看：登录湖南航空小程序，点击“我的”-“红
包卡券” 查看已有选座券数量、有效期及使用说明等信息。
（五）选座流程：
Step1：进入首页-出行助手“选座服务”；
Step2：输入信息，点击“查询”；
Step3：筛选所需选座航班点击“选座”；
STEP4：选择心仪座位后仔细阅读并勾选《湖南航空会员积分
选座服务须知》等服务协议，选择“选座产品优惠券”抵扣选座
积分，点击“去支付”完成选座；                                           退票规则：参照湖南航空股份有限公司国内客票使用条件执行"
4、,4、夏秋航季座位预留服务,湖南航空所有自营航班，不含包机航线。,"B、H、N、T、U、A、I、R、J、K、L、Q、D、M、O 及其子舱位 
及其子舱位 (舱位+XZA50-舱位+XZA600)前返",600,420,XZA6B,KMG319/KMG279,,"、选座券使用说明
（一）本产品需由销售渠道负责为购买产品的旅客使用选座
券在湖南航空小程序进行选座并保障权益使用，不可转赠或转售
选座券给旅客，如因旅客自行使用产生的相关问题由销售渠道负
责；
（二）选座券可用时间：航班起飞前 14 天-航班起飞前 2 小
时；
（三）每张选座券仅可为单人使用，每次选座仅可使用一张，
多人选座需分开下单选座。
（四）选座券查看：登录湖南航空小程序，点击“我的”-“红
包卡券” 查看已有选座券数量、有效期及使用说明等信息。
（五）选座流程：
Step1：进入首页-出行助手“选座服务”；
Step2：输入信息，点击“查询”；
Step3：筛选所需选座航班点击“选座”；
STEP4：选择心仪座位后仔细阅读并勾选《湖南航空会员积分
选座服务须知》等服务协议，选择“选座产品优惠券”抵扣选座
积分，点击“去支付”完成选座；                                           退票规则：参照湖南航空股份有限公司国内客票使用条件执行"
5、,5、冬春航季优享退票产品,所有航线,"适用订座舱位：B、H、N、T、U、A、I、R、J、K、L、Q、D、M、O
及其子舱位 （舱位+TPA100，舱位+TPA200）",100,20,XZA6B,KMG319/KMG279,,"为更好保障旅客出行权益，为旅客出行规划提供多种选择，提升服务
保障型产品收入，现推出优享退票产品，旅客购买后在当次航班起飞时间
前 24 小时（含）之前申请自愿退票，可享退票手续费按照客票票面价的
10%收取权益一次。"
5、,5、冬春航季优享退票产品,所有航线,"适用订座舱位：B、H、N、T、U、A、I、R、J、K、L、Q、D、M、O
及其子舱位 （舱位+TPA100，舱位+TPA200）",200,100,XZA6B,KMG319/KMG279,,"为更好保障旅客出行权益，为旅客出行规划提供多种选择，提升服务
保障型产品收入，现推出优享退票产品，旅客购买后在当次航班起飞时间
前 24 小时（含）之前申请自愿退票，可享退票手续费按照客票票面价的
10%收取权益一次。"
5、,5、冬春航季优享退票产品,所有航线,"适用订座舱位：B、H、N、T、U、A、I、R、J、K、L、Q、D、M、O
及其子舱位 （舱位+TPA100，舱位+TPA200）",200,100,XZA6B,KMG319/KMG279,,"为更好保障旅客出行权益，为旅客出行规划提供多种选择，提升服务
保障型产品收入，现推出优享退票产品，旅客购买后在当次航班起飞时间
前 24 小时（含）之前申请自愿退票，可享退票手续费按照客票票面价的
10%收取权益一次。"
5、,5、冬春航季优享退票产品,所有航线,"适用订座舱位：B、H、N、T、U、A、I、R、J、K、L、Q、D、M、O
及其子舱位 （舱位+TPA100，舱位+TPA200）",200,100,XZA6B,KMG319/KMG279,,"为更好保障旅客出行权益，为旅客出行规划提供多种选择，提升服务
保障型产品收入，现推出优享退票产品，旅客购买后在当次航班起飞时间
前 24 小时（含）之前申请自愿退票，可享退票手续费按照客票票面价的
10%收取权益一次。"
5、,5、冬春航季优享退票产品,所有航线,"适用订座舱位：B、H、N、T、U、A、I、R、J、K、L、Q、D、M、O
及其子舱位 （舱位+TPA100，舱位+TPA200）",200,100,XZA6B,KMG319/KMG279,,"为更好保障旅客出行权益，为旅客出行规划提供多种选择，提升服务
保障型产品收入，现推出优享退票产品，旅客购买后在当次航班起飞时间
前 24 小时（含）之前申请自愿退票，可享退票手续费按照客票票面价的
10%收取权益一次。"
（内,（内容由AI生成，仅供参考）,所有航线,"适用订座舱位：B、H、N、T、U、A、I、R、J、K、L、Q、D、M、O
及其子舱位 （舱位+TPA100，舱位+TPA200）",200,100,XZA6B,KMG319/KMG279,,"为更好保障旅客出行权益，为旅客出行规划提供多种选择，提升服务
保障型产品收入，现推出优享退票产品，旅客购买后在当次航班起飞时间
前 24 小时（含）之前申请自愿退票，可享退票手续费按照客票票面价的
10%收取权益一次。"
夏秋,夏秋航季优享行李产品,湖南航空所有自营航线，不含包机航线,适用舱位：X 舱，关联舱位：J/K/L/Q/M/O 及其子舱位（需关联至动态运价）,60 元,,XYHA6S,KMG319/KMG279,,20KG 托运行李额
夏秋,夏秋季 GP 公务机票产品,适用于湖南航空自营航线，不含包机航线。,G、Y、B、H、N、T、U、A、I、R 及其子舱位、G(仅限公布运价，不含浮动运价）、Y及其子舱位,优惠舱位价格 88%,,订座舱位+GP+U+088,KMG319/KMG279,,
夏秋,夏秋季 GP 公务机票产品,适用于湖南航空自营航线，不含包机航线。,B/H/N/T/U/A/I/R 及其子舱位,优惠舱位价格 95%,,订座舱位+GP+U+095,KMG319/KMG279,,"1、客票采用 PAT:A#CGP 自动计算运价出票，不可手工输入。
如为成人订购，须采用 PAT:A#CGP 指令；
如为儿童订购，须采用 PAT:A#CGP*CH 指令。
2、机票备注：EI 项注明“湖南航空退改签规则/YSL”。"
夏秋,夏秋航季优享改期产品,湖南航空所有自营航班，不含包机航线。,B、H、N、T、U、A、I、R、J、K、L、Q、D、M、O、V 及其子舱位,120,70,订座舱位+YGA12S,KMG319/KMG279,,"提供航班起飞前 24 小时之前的同等舱位同等价格免费改期服务一
次，需通过湖南航空呼叫中心或官方小程序办理。"
夏秋,夏秋航季优享改期产品,湖南航空所有自营航班，不含包机航线。,B、H、N、T、U、A、I、R、J、K、L、Q、D、M、O、V 及其子舱位,200,120,订座舱位+YGA2B,KMG319/KMG279,,
夏秋,夏秋航季优享改期产品,湖南航空所有自营航班，不含包机航线。,B、H、N、T、U、A、I、R、J、K、L、Q、D、M、O、V 及其子舱位,300,180,订座舱位+YGA3B,KMG319/KMG279,,
1、,1、增值经济舱Q舱,所有航线,Q舱  GQQ1,上浮16%-20%,60,GQQ1,KMG319/KMG279/CTU152/SZX146,"权益:
-前排座位:经济舱前三排座位;()餐食权益:免费机上餐点一份行李权益:免费托运行李额20KG及1件手提行李(7KG20*40*55cm)
(四) Q无代金券
(五)地面权益:为旅客提供登机口优先登机服务(可享受城市: 北京大兴、西安青岛、海口、丽江、杭州、石家庄出港航班，其他城市暂未开通)(六) 额外积分奖励如果乘客为金鹏会员(积分累积仅限金鹏会员旅客)，购票后除基础消费累积8积分110元以外，可额外累积3积分/10元，共11积分/10元: 定级航段为1。(七)自愿改期、退票手续费优惠:(八)免费提供行程单快递服务(仅限首航官网、首航APP、首航官方旗舰店、首航呼叫中心渠道)。",有效
2、,2、商旅优选Q舱,所有航线,Q PXQ1,上浮16%-20%,10/70,PXQ1,KMG319/KMG279/CTU152/SZX146,基于Q舱代理费上浮10元/段(70元/段）,有效
3、,3、超值经济舱W舱,所有航线,R-K 超值经济舱W(PCJ1),上浮YB24%-25%,80,PCJ1,KMG319/KMG279/CTU152/SZX146,"权益:
-前排座位:经济舱前三排座位(餐食权益:免费机上餐点一份:(三)行李权益:免费托运行李额20KG及1件手提行李(7KG,20*40*55cm)(四)50元国内机票代金券(仅限现官网、公众号、APP/H5等自有渠道购买旅客)(五)地面权益:旅客出行可享受专属值机柜台、优先登机、公务舱贵宾室及优先行李提取相关地面保障服务 (可享受城市: 北京大兴、西安、青岛、海口、丽江、杭州、石家庄出港航班，其他城市暂未开通)(六)额外积分奖励如果乘客为金鹏会员(积分累积仅限金鹏会员旅客)，购票后除基础消费累积8积分110元以外，可额外累积3积分/10元，共11积分/10元; 定级航段为1(七)自愿改期、退票手续费优惠(八)免费提供行程单快递服务 (仅限首航官网、首航APP、首航官方旗舰店、首航呼叫中心渠道)。",有效
3、,3、超值经济舱W舱,所有航线,商旅优选W舱  PXW1,上浮YB24%-25%,10,PXW1,KMG319/KMG279/CTU152/SZX146,经济舱外放溢价25折左右，提供前三排及餐食、行李及其他地面权益;代理费:80元/航段,有效
3、,3、超值经济舱W舱,所有航线,超订团队W舱  PCW1,上浮YB24%-25%,10,PCW1,KMG319/KMG279/CTU152/SZX146,基于W舱代理费上浮10元/段,有效
4、,4、“特惠行李”E,所有航线,E舱  PYE1（包含H/K/L/M/X//N/A/U/T/R 舱位。                                              航线：北京大兴进出港,上浮50元,10元/35元,PYE1,KMG319/KMG279/CTU152/SZX146,"免费托运行李额 20KG  PYE1；适用经
济舱舱位包含 H/K/L/M/X//N/A/U/T/R  及其子舱位；(单独退票规则，QQ已发政策群）",有效
5、,5、特惠行李E舱,所有航线,运价代码：PYE1,上浮50元,10元/35元,PYE1,KMG319/KMG279/CTU152/SZX146,根据航段不同，溢价不同，提供20KG托运行李,有效
6、,6、商旅优选E舱,所有航线,运价标识：PXE1,上浮50元,10,PXE1,KMG319/KMG279/CTU152/SZX146,基于E舱代理费上浮10元/段,有效
7、,7、优享变更,所有航线,运价标识：PTGH1,150,10,PTGH1,KMG319/KMG279/CTU152/SZX146,外放溢价150元，提供免变更费服务权益,有效
8、,8、首悦经济舱 P 舱产品,所有航线,订P舱  PPC1/PPC3  （N-B）,下浮2%-4%,0,PPC1/PPC3,KMG319/KMG279/CTU152/SZX146,"免费托运行李额：参照下浮前原舱位规定（V\N 舱行李额为
0，其他舱位 10KG,如有运价调整，参见最新运价公布）；                                         4小时含以内100%，4小时-72小时85%，有单独文件客规，参照文件执行",有效
9、,9、超值公务舱,所有航线,订Z舱 （PYY1）,下浮2%-4%,20,PYY1,KMG319/KMG279/CTU152/SZX146,"1、经济舱联动上浮，适用舱位:Y/H/K/L/M/X/V/N/A/U/T;
2、服务同正价公务舱服务(地面、空中均适用);
3、代理费:20元/段;
4、行李:手提:2件、7KG/件:托运:30KG:
5、有消费积分。",有效
10,10、空中公务舱I,所有航线,订I舱  （PLX1）,下浮2%-4%,20,PLX1,KMG319/KMG279/CTU152/SZX146,"1、经济舱联动上浮，适用舱位:Y/H/K/L/M/X/V/N/A/U/T;
2、机上享受公务舱服务，地面不享受;
3、代理费:20元/段;
4、行李:手提:2件、7KG/件;托运:30KG。
5、有消费积分。",有效
11,11、首都航空畅行无忧“机+X”,所有航线  PAT:A#C@PAS1,B/H/K/L/M/X/V/N/N1/A/A1/U/U1/T/T1/S/S1/S2(产品代码：PYR1  ）,60,30,PYR1,KMG319/KMG279/CTU152/SZX146,"自愿退票：

1.该产品客票的订座舱位参照现行国内航班多等级舱位管理规定执行办理，以原舱位计算及收取退票费用",有效
11,11、首都航空畅行无忧“机+X”,所有航线  PAT:A#C@PAS1,B/H/K/L/M/X/V/N/N1/A/A1/U/U1/T/T1/S/S1/S2 （产品代码PYQ1,100,50,PYQ1,KMG319/KMG279/CTU152/SZX146,"自愿退票：

1.该产品客票的订座舱位参照现行国内航班多等级舱位管理规定执行办理，以原舱位计算及收取退票费用",有效
12,12、首飞有礼,所有航线,"产品权益：20KG 免费托运行李额（其中，在原舱位
H/K/L/M/X舱基础上增加 10KG 行李额，在原舱位V/N/A/U/T/R基础上增加 20KG 行李额）            （25年1月15日重要注意市场，产品必须用指令指令拼运价以及选择对应的运价）                   PAT A@?170",170,50,,KMG319/KMG279/CTU152/SZX146,BSP：PAT:A#CPAS1/ GP:PAT:A#CPAS1/CGP/CC,有效
12,12、首飞有礼,所有航线,"产品权益：20KG 免费托运行李额（其中，在原舱位
H/K/L/M/X舱基础上增加 10KG 行李额，在原舱位V/N/A/U/T/R基础上增加 20KG 行李额）            （25年1月15日重要注意市场，产品必须用指令指令拼运价以及选择对应的运价）                   PAT A@?170",350,160,,KMG319/KMG279/CTU152/SZX146,BSP：PAT:A#CPBS1/ GP:PAT:A#CPBS1/CGP/CC,有效
12,12、首飞有礼,所有航线,"产品权益：20KG 免费托运行李额（其中，在原舱位
H/K/L/M/X舱基础上增加 10KG 行李额，在原舱位V/N/A/U/T/R基础上增加 20KG 行李额）            （25年1月15日重要注意市场，产品必须用指令指令拼运价以及选择对应的运价）                   PAT A@?170",500,250,,KMG319/KMG279/CTU152/SZX146,BSP：PAT:A#CPCS1/ GP:PAT:A#CPCS1/CGP/CC,有效
12,12、首飞有礼,所有航线,"产品权益：20KG 免费托运行李额（其中，在原舱位
H/K/L/M/X舱基础上增加 10KG 行李额，在原舱位V/N/A/U/T/R基础上增加 20KG 行李额）            （25年1月15日重要注意市场，产品必须用指令指令拼运价以及选择对应的运价）                   PAT A@?170",650,350,,KMG319/KMG279/CTU152/SZX146,BSP：PAT:A#CPDS1/ GP:PAT:A#CPDS1/CGP/CC,有效
12,12、首飞有礼,所有航线,"产品权益：20KG 免费托运行李额（其中，在原舱位
H/K/L/M/X舱基础上增加 10KG 行李额，在原舱位V/N/A/U/T/R基础上增加 20KG 行李额）            （25年1月15日重要注意市场，产品必须用指令指令拼运价以及选择对应的运价）                   PAT A@?170",800,450,,KMG319/KMG279/CTU152/SZX146,BSP：PAT:A#CPES1/ GP:PAT:A#CPES1/CGP/CC,有效
12,12、首飞有礼,所有航线,"产品权益：20KG 免费托运行李额（其中，在原舱位
H/K/L/M/X舱基础上增加 10KG 行李额，在原舱位V/N/A/U/T/R基础上增加 20KG 行李额）            （25年1月15日重要注意市场，产品必须用指令指令拼运价以及选择对应的运价）                   PAT A@?170",1000,600,,KMG319/KMG279/CTU152/SZX146,BSP：PAT:A#CPFS1/ GP:PAT:A#CPFS1/CGP/CC,有效
12,12、首飞有礼,所有航线,"产品权益：20KG 免费托运行李额（其中，在原舱位
H/K/L/M/X舱基础上增加 10KG 行李额，在原舱位V/N/A/U/T/R基础上增加 20KG 行李额）            （25年1月15日重要注意市场，产品必须用指令指令拼运价以及选择对应的运价）                   PAT A@?170",1500,900,,KMG319/KMG279/CTU152/SZX146,BSP：PAT:A#CPGS1/ GP:PAT:A#CPGS1/CGP/CC,有效
13,13、倍多分积分溢价,所有航线,"1.产品价格基于经济舱 B/H/K/L/M/X/V/N/A/U/T（含子舱
位）公布运价固定上浮",180,30,,KMG319/KMG279/CTU152/SZX146,PJF1   1200 积分,有效
13,13、倍多分积分溢价,所有航线,"1.产品价格基于经济舱 B/H/K/L/M/X/V/N/A/U/T（含子舱
位）公布运价固定上浮",360,80,,KMG319/KMG279/CTU152/SZX146,PBF1    2000 积分,有效
13,13、倍多分积分溢价,所有航线,"1.产品价格基于经济舱 B/H/K/L/M/X/V/N/A/U/T（含子舱
位）公布运价固定上浮",600,150,,KMG319/KMG279/CTU152/SZX146,PGF1    4000积分,有效
14,14、免改添翼,所有航线（指定航线）西安进出港和异地航线，具体参照文件）,K/L/M/X/V/N/A/U/T/P/A1/U1/T1/P1,300,100,,KMG319/KMG279/CTU152/SZX146,MGTA1,有效
14,14、免改添翼,所有航线（指定航线）西安进出港和异地航线，具体参照文件）,K/L/M/X/V/N/A/U/T/P/A1/U1/T1/P1,500,200,,KMG319/KMG279/CTU152/SZX146,MGTB1,有效
14,14、免改添翼,所有航线（指定航线）西安进出港和异地航线，具体参照文件）,K/L/M/X/V/N/A/U/T/P/A1/U1/T1/P1,700,350,,KMG319/KMG279/CTU152/SZX146,MGTC1,有效
往返,往返无忧,所有航线  直减,H/K/L/M/X/  PWF3,0.03,350,PWF3,KMG319/KMG279/CTU152/SZX146,"提前天数：
需航班起飞前2天至12天内预订出票(不含起飞当天)销售日期:政策下发日起至2024年6月30日航班日期:2024年3月31日至2024年6月30日(不含2024年4月30日-5月5日)",有效
往返,往返无忧,所有航线  直减,V/N/A/U/T/R   PWF3,0.05,350,PWF3,KMG319/KMG279/CTU152/SZX146,"提前天数：
需航班起飞前2天至12天内预订出票(不含起飞当天)销售日期:政策下发日起至2024年6月30日航班日期:2024年3月31日至2024年6月30日(不含2024年4月30日-5月5日)",有效
往返,往返无忧,所有航线  直减,H/K/L/M/X/,0.06,350,,KMG319/KMG279/CTU152/SZX146,"提前天数：
需航班起飞前13天预订出票(不含起飞当天)          销售日期:政策下发日起至2024年6月30日航班日期:2024年3月31日至2024年6月30日(不含2024年4月30日-5月5日)",有效
往返,往返无忧,所有航线  直减,V/N/A/U/T/R   PWL3,0.1,350,PWL3,KMG319/KMG279/CTU152/SZX146,"提前天数：
需航班起飞前13天预订出票(不含起飞当天)          销售日期:政策下发日起至2024年6月30日航班日期:2024年3月31日至2024年6月30日(不含2024年4月30日-5月5日)",有效
往返,往返无忧,所有航线  直减,V/N/A/U/T/R   PWL3,0.1,350,PWL3,KMG319/KMG279/CTU152/SZX146,"提前天数：
需航班起飞前13天预订出票(不含起飞当天)          销售日期:政策下发日起至2024年6月30日航班日期:2024年3月31日至2024年6月30日(不含2024年4月30日-5月5日)",有效
往返,往返无忧,所有航线  直减,V/N/A/U/T/R   PWL3,0.1,350,PWL3,KMG319/KMG279/CTU152/SZX146,"提前天数：
需航班起飞前13天预订出票(不含起飞当天)          销售日期:政策下发日起至2024年6月30日航班日期:2024年3月31日至2024年6月30日(不含2024年4月30日-5月5日)",有效
往返,往返无忧,所有航线  直减,V/N/A/U/T/R   PWL3,0.1,350,PWL3,KMG319/KMG279/CTU152/SZX146,"提前天数：
需航班起飞前13天预订出票(不含起飞当天)          销售日期:政策下发日起至2024年6月30日航班日期:2024年3月31日至2024年6月30日(不含2024年4月30日-5月5日)",有效
（内,（内容由AI生成，仅供参考）,所有航线  直减,V/N/A/U/T/R   PWL3,0.1,350,PWL3,KMG319/KMG279/CTU152/SZX146,"提前天数：
需航班起飞前13天预订出票(不含起飞当天)          销售日期:政策下发日起至2024年6月30日航班日期:2024年3月31日至2024年6月30日(不含2024年4月30日-5月5日)",有效
空中,空中商务,公务舱（空中商务）,订I舱，产品代码：KZSW,"一档：320-650元
二档：470-800元","一档：40元
二档：150元",KZSW,KMG319/KMG279,"1.公务舱座位
2.公务舱餐饮（各航线食品种类有差异，请以实际提供为准）
3.品质客舱服务（特别赠送精美礼品包：包含16CM飞机模型、腰垫等，礼品包内容时有调整，以实际赠送内容为准）
4.30KG免费托运行李额
5.两件重量在7公斤（含）以内，尺寸不超过20CM×40CM×55CM的手提行李
6.金鹏会员积分（该积分为金鹏会员旅客专享，旅客需在乘机前注册为金鹏会员，否则影响积分累积。在线注册渠道：西部航空、金鹏俱乐部官网/手机端等）
7.特别提示：本产品不享受头等舱休息室、优先登机、优先值机、公务舱安检通道、贵宾摆渡车等地面服务权益
8.本产品儿童票价及增值权益与成人相同； 婴儿票价按照各航线现有标准执行，不享受产品对应的附加权益
9.产品非自愿退改签依照西部航空最新不正常航班管理相关规定执行，具体可详询航司热线95373",有效
智选,智选经济舱,智选经济舱（机+空中基础服务）,订舱R，产品代码：CJC,"一档：75-165元
二/三档：280/800元","一档：15元
二/三档：110/480元",CJC,KMG319/KMG279,"1.20KG免费托运行李额
2.一件重量7KG内且尺寸不超过20cm*40cm*55cm的非托运行李
3.免费赠送经济舱前三排座位（部分经济舱第2-3排座位空间与后排经济舱相同，具体请以乘机时实际情况为准）
4.金鹏会员积分（该积分为金鹏会员旅客专享，旅客需在乘机前注册为金鹏会员，否则影响积分累积。在线注册渠道：西部航空、金鹏俱乐部官网/手机端等）
5.航空意外险（由航司负责投保，详询航司热线95373）
6.儿童产品票价及增值权益与成人相同； 婴儿票价按照各航线现有标准执行，不享受产品对应的附加权益
7.本产品为西部航空经济舱产品，非自愿退改签按照经济舱规则处理，具体可详询航司热线95373",有效
悦享,悦享经济舱,悦享经济舱（机+空中尊享服务）,订R舱，产品代码：CJC,"一档：85-195元
二档：290元
三档：800元","一档：20元
二档：110元
三档：480元",CJC,KMG319/KMG279,"1.20KG免费托运行李额
2.一件重量7KG内且尺寸不超过20cm*40cm*55cm的非托运行李
3.免费赠送经济舱前三排座位（部分经济舱第2-3排座位空间与后排经济舱相同，具体请以乘机时实际情况为准）
4.机上餐食或小吃、饮品（部分航线仅提供小吃，以实际提供为准）
5.金鹏会员积分（该积分为金鹏会员旅客专享，旅客需在乘机前注册为金鹏会员，否则影响积分累积。在线注册渠道：西部航空、金鹏俱乐部官网/手机端等）
6.航空意外险（由航司负责投保，详询航司热线95373）
7.儿童产品票价及增值权益与成人相同； 婴儿票价按照各航线现有标准执行，不享受产品对应的附加权益
8.本产品为西部航空经济舱产品，非自愿退改签按照经济舱规则处理，具体可详询航司热线95373",有效
悦享,悦享经济舱,智选经济舱（机+空中+地面尊享服务）,订W舱，产品代码：CJC,"一档：300元
二档：500元
三档：1100元","一档：40元
二档：200元
三档：660元",CJC,KMG319/KMG279,"1.20KG免费托运行李额
2. 一件重量7KG内且尺寸不超过20cm*40cm*55cm的非托运行李
3.免费赠送经济舱前三排座位（部分经济舱第2-3排座位空间与后排经济舱相同，具体请以乘机时实际情况为准）
4.机上餐食或小吃、饮品（部分航线仅提供小吃，以实际提供为准）
5.金鹏会员积分（该积分为金鹏会员旅客专享，旅客需在乘机前注册为金鹏会员，否则影响积分累积。在线注册渠道：西部航空、金鹏俱乐部官网/手机端等）
6.航空意外险（由航司负责投保，详询航司热线95373）
7.始发站头等舱休息室、优先值机、优先登机、优先提取行李（休息室权益需至值机柜台领取贵宾室休息卡或其他同等效用凭证，其他权益均以机场实际保障为准，三亚、宁波、秦皇岛、沈阳暂不提供优先登机服务，宁波、秦皇岛、沈阳暂不提供优先值机服务，长春、沈阳、哈密暂不提供优先行李提取服务）
8.儿童产品票价及增值权益与成人相同； 婴儿票价按照各航线现有标准执行，不享受产品对应的附加权益
9.本产品为西部航空经济舱产品，非自愿退改签按照经济舱规则处理，具体可详询航司热线95373",有效
普通,普通经济舱,特惠行李,订E舱，产品代码THXL,60-160元,10元,THXL,KMG319/KMG279,"1.20KG免费托运行李额
2.航空意外险（由航司负责投保，详询航司热线95373）
3.儿童产品票价及增值权益与成人相同； 婴儿票价按照各航线现有标准执行，不享受产品对应的附加权益
4.本产品为西部航空经济舱产品，非自愿退改签按照经济舱规则处理，具体可详询航司热线95373",有效
