产品名称,航线,上浮价格,政策返点,出票OFFICE,备注,产品有限期,airline,airline_name,订座舱位,产品代码,column_10,政策返点（后返+车辆后返+代理费),票证类型,column_11
2、商务如意行,所有航线：除(包机航线：南京，呼和浩特，产品无运价，如有团队单独申请产品单团单议产品价格）,150,85,KMG319/KMG279,,"1.提供一次航班起飞前 24 小时以外的同等舱位同等价格免费
改期权益，需通过湖南航空呼叫中心或官方小程序办理；
2.20KG 免费托运行李额。",A6,湖南航空,"固订X舱，联动：关联舱位：B、H、N、T、U、A、I、R、J、K、L、Q、D、 M、O 及其子舱位  前返                 (XRYA15S/XRYA2B),(XRYA3B/XRYA4B/XRYA6B/XRYA8B)(60%-70%)",XRYA15S,,,,
2、商务如意行,所有航线：除(包机航线：南京，呼和浩特，产品无运价，如有团队单独申请产品单团单议产品价格）,200,110,KMG319/KMG279,,"1.提供一次航班起飞前 24 小时以外的同等舱位同等价格免费
改期权益，需通过湖南航空呼叫中心或官方小程序办理；
2.20KG 免费托运行李额。",A6,湖南航空,"固订X舱，联动：关联舱位：B、H、N、T、U、A、I、R、J、K、L、Q、D、 M、O 及其子舱位  前返                 (XRYA15S/XRYA2B),(XRYA3B/XRYA4B/XRYA6B/XRYA8B)(60%-70%)",XRYA2B,,,,
2、商务如意行,所有航线：除(包机航线：南京，呼和浩特，产品无运价，如有团队单独申请产品单团单议产品价格）,300,165,KMG319/KMG279,,"1.提供一次航班起飞前 24 小时以外的同等舱位同等价格免费
改期权益，需通过湖南航空呼叫中心或官方小程序办理；
2.20KG 免费托运行李额。",A6,湖南航空,"固订X舱，联动：关联舱位：B、H、N、T、U、A、I、R、J、K、L、Q、D、 M、O 及其子舱位  前返                 (XRYA15S/XRYA2B),(XRYA3B/XRYA4B/XRYA6B/XRYA8B)(60%-70%)",XRYA3B,,,,
2、商务如意行,所有航线：除(包机航线：南京，呼和浩特，产品无运价，如有团队单独申请产品单团单议产品价格）,400,240,KMG319/KMG279,,"1.提供一次航班起飞前 24 小时以外的同等舱位同等价格免费
改期权益，需通过湖南航空呼叫中心或官方小程序办理；
2.20KG 免费托运行李额。",A6,湖南航空,"固订X舱，联动：关联舱位：B、H、N、T、U、A、I、R、J、K、L、Q、D、 M、O 及其子舱位  前返                 (XRYA15S/XRYA2B),(XRYA3B/XRYA4B/XRYA6B/XRYA8B)(60%-70%)",XRYA4B,,,,
2、商务如意行,所有航线：除(包机航线：南京，呼和浩特，产品无运价，如有团队单独申请产品单团单议产品价格）,600,360,KMG319/KMG279,,"1.提供一次航班起飞前 24 小时以外的同等舱位同等价格免费
改期权益，需通过湖南航空呼叫中心或官方小程序办理；
2.20KG 免费托运行李额。",A6,湖南航空,"固订X舱，联动：关联舱位：B、H、N、T、U、A、I、R、J、K、L、Q、D、 M、O 及其子舱位  前返                 (XRYA15S/XRYA2B),(XRYA3B/XRYA4B/XRYA6B/XRYA8B)(60%-70%)",XRYA6B,,,,
2、商务如意行,所有航线：除(包机航线：南京，呼和浩特，产品无运价，如有团队单独申请产品单团单议产品价格）,800,480,KMG319/KMG279,,"1.提供一次航班起飞前 24 小时以外的同等舱位同等价格免费
改期权益，需通过湖南航空呼叫中心或官方小程序办理；
2.20KG 免费托运行李额。",A6,湖南航空,"固订X舱，联动：关联舱位：B、H、N、T、U、A、I、R、J、K、L、Q、D、 M、O 及其子舱位  前返                 (XRYA15S/XRYA2B),(XRYA3B/XRYA4B/XRYA6B/XRYA8B)(60%-70%)",XRYA8B,,,,
3、“优享行李”产品,所有航线,60,0,KMG319/KMG279,,"1.免费行李20KG
2.订座舱位＋YHA50，订座舱位＋YHA80
3.在客票有效期内，客票退改签按照湖南航空股份有限公司国内客票使用条件（最新版）执行",A6,湖南航空,订X舱 关联舱位：A/I/R/J/K/M/L/Q/O 及其子舱位 （XYHA60和XYHA100）,XRYA8B,,,,
3、“优享行李”产品,所有航线,100,0,KMG319/KMG279,,"1.免费行李20KG
2.订座舱位＋YHA50，订座舱位＋YHA80
3.在客票有效期内，客票退改签按照湖南航空股份有限公司国内客票使用条件（最新版）执行",A6,湖南航空,订X舱 关联舱位：A/I/R/J/K/M/L/Q/O 及其子舱位 （XYHA60和XYHA100）,XRYA8B,,,,
4、夏秋航季座位预留服务,湖南航空所有自营航班，不含包机航线。,50,20,KMG319/KMG279,,"、选座券使用说明
（一）本产品需由销售渠道负责为购买产品的旅客使用选座
券在湖南航空小程序进行选座并保障权益使用，不可转赠或转售
选座券给旅客，如因旅客自行使用产生的相关问题由销售渠道负
责；
（二）选座券可用时间：航班起飞前 14 天-航班起飞前 2 小
时；
（三）每张选座券仅可为单人使用，每次选座仅可使用一张，
多人选座需分开下单选座。
（四）选座券查看：登录湖南航空小程序，点击“我的”-“红
包卡券” 查看已有选座券数量、有效期及使用说明等信息。
（五）选座流程：
Step1：进入首页-出行助手“选座服务”；
Step2：输入信息，点击“查询”；
Step3：筛选所需选座航班点击“选座”；
STEP4：选择心仪座位后仔细阅读并勾选《湖南航空会员积分
选座服务须知》等服务协议，选择“选座产品优惠券”抵扣选座
积分，点击“去支付”完成选座；                                           退票规则：参照湖南航空股份有限公司国内客票使用条件执行",A6,湖南航空,"B、H、N、T、U、A、I、R、J、K、L、Q、D、M、O 及其子舱位 
及其子舱位 (舱位+XZA50-舱位+XZA600)前返",XZA5S,,,,
4、夏秋航季座位预留服务,湖南航空所有自营航班，不含包机航线。,100,60,KMG319/KMG279,,"、选座券使用说明
（一）本产品需由销售渠道负责为购买产品的旅客使用选座
券在湖南航空小程序进行选座并保障权益使用，不可转赠或转售
选座券给旅客，如因旅客自行使用产生的相关问题由销售渠道负
责；
（二）选座券可用时间：航班起飞前 14 天-航班起飞前 2 小
时；
（三）每张选座券仅可为单人使用，每次选座仅可使用一张，
多人选座需分开下单选座。
（四）选座券查看：登录湖南航空小程序，点击“我的”-“红
包卡券” 查看已有选座券数量、有效期及使用说明等信息。
（五）选座流程：
Step1：进入首页-出行助手“选座服务”；
Step2：输入信息，点击“查询”；
Step3：筛选所需选座航班点击“选座”；
STEP4：选择心仪座位后仔细阅读并勾选《湖南航空会员积分
选座服务须知》等服务协议，选择“选座产品优惠券”抵扣选座
积分，点击“去支付”完成选座；                                           退票规则：参照湖南航空股份有限公司国内客票使用条件执行",A6,湖南航空,"B、H、N、T、U、A、I、R、J、K、L、Q、D、M、O 及其子舱位 
及其子舱位 (舱位+XZA50-舱位+XZA600)前返",XZA1B,,,,
4、夏秋航季座位预留服务,湖南航空所有自营航班，不含包机航线。,200,120,KMG319/KMG279,,"、选座券使用说明
（一）本产品需由销售渠道负责为购买产品的旅客使用选座
券在湖南航空小程序进行选座并保障权益使用，不可转赠或转售
选座券给旅客，如因旅客自行使用产生的相关问题由销售渠道负
责；
（二）选座券可用时间：航班起飞前 14 天-航班起飞前 2 小
时；
（三）每张选座券仅可为单人使用，每次选座仅可使用一张，
多人选座需分开下单选座。
（四）选座券查看：登录湖南航空小程序，点击“我的”-“红
包卡券” 查看已有选座券数量、有效期及使用说明等信息。
（五）选座流程：
Step1：进入首页-出行助手“选座服务”；
Step2：输入信息，点击“查询”；
Step3：筛选所需选座航班点击“选座”；
STEP4：选择心仪座位后仔细阅读并勾选《湖南航空会员积分
选座服务须知》等服务协议，选择“选座产品优惠券”抵扣选座
积分，点击“去支付”完成选座；                                           退票规则：参照湖南航空股份有限公司国内客票使用条件执行",A6,湖南航空,"B、H、N、T、U、A、I、R、J、K、L、Q、D、M、O 及其子舱位 
及其子舱位 (舱位+XZA50-舱位+XZA600)前返",XZA2B,,,,
4、夏秋航季座位预留服务,湖南航空所有自营航班，不含包机航线。,300,210,KMG319/KMG279,,"、选座券使用说明
（一）本产品需由销售渠道负责为购买产品的旅客使用选座
券在湖南航空小程序进行选座并保障权益使用，不可转赠或转售
选座券给旅客，如因旅客自行使用产生的相关问题由销售渠道负
责；
（二）选座券可用时间：航班起飞前 14 天-航班起飞前 2 小
时；
（三）每张选座券仅可为单人使用，每次选座仅可使用一张，
多人选座需分开下单选座。
（四）选座券查看：登录湖南航空小程序，点击“我的”-“红
包卡券” 查看已有选座券数量、有效期及使用说明等信息。
（五）选座流程：
Step1：进入首页-出行助手“选座服务”；
Step2：输入信息，点击“查询”；
Step3：筛选所需选座航班点击“选座”；
STEP4：选择心仪座位后仔细阅读并勾选《湖南航空会员积分
选座服务须知》等服务协议，选择“选座产品优惠券”抵扣选座
积分，点击“去支付”完成选座；                                           退票规则：参照湖南航空股份有限公司国内客票使用条件执行",A6,湖南航空,"B、H、N、T、U、A、I、R、J、K、L、Q、D、M、O 及其子舱位 
及其子舱位 (舱位+XZA50-舱位+XZA600)前返",XZA3B,,,,
4、夏秋航季座位预留服务,湖南航空所有自营航班，不含包机航线。,400,280,KMG319/KMG279,,"、选座券使用说明
（一）本产品需由销售渠道负责为购买产品的旅客使用选座
券在湖南航空小程序进行选座并保障权益使用，不可转赠或转售
选座券给旅客，如因旅客自行使用产生的相关问题由销售渠道负
责；
（二）选座券可用时间：航班起飞前 14 天-航班起飞前 2 小
时；
（三）每张选座券仅可为单人使用，每次选座仅可使用一张，
多人选座需分开下单选座。
（四）选座券查看：登录湖南航空小程序，点击“我的”-“红
包卡券” 查看已有选座券数量、有效期及使用说明等信息。
（五）选座流程：
Step1：进入首页-出行助手“选座服务”；
Step2：输入信息，点击“查询”；
Step3：筛选所需选座航班点击“选座”；
STEP4：选择心仪座位后仔细阅读并勾选《湖南航空会员积分
选座服务须知》等服务协议，选择“选座产品优惠券”抵扣选座
积分，点击“去支付”完成选座；                                           退票规则：参照湖南航空股份有限公司国内客票使用条件执行",A6,湖南航空,"B、H、N、T、U、A、I、R、J、K、L、Q、D、M、O 及其子舱位 
及其子舱位 (舱位+XZA50-舱位+XZA600)前返",XZA4B,,,,
4、夏秋航季座位预留服务,湖南航空所有自营航班，不含包机航线。,600,420,KMG319/KMG279,,"、选座券使用说明
（一）本产品需由销售渠道负责为购买产品的旅客使用选座
券在湖南航空小程序进行选座并保障权益使用，不可转赠或转售
选座券给旅客，如因旅客自行使用产生的相关问题由销售渠道负
责；
（二）选座券可用时间：航班起飞前 14 天-航班起飞前 2 小
时；
（三）每张选座券仅可为单人使用，每次选座仅可使用一张，
多人选座需分开下单选座。
（四）选座券查看：登录湖南航空小程序，点击“我的”-“红
包卡券” 查看已有选座券数量、有效期及使用说明等信息。
（五）选座流程：
Step1：进入首页-出行助手“选座服务”；
Step2：输入信息，点击“查询”；
Step3：筛选所需选座航班点击“选座”；
STEP4：选择心仪座位后仔细阅读并勾选《湖南航空会员积分
选座服务须知》等服务协议，选择“选座产品优惠券”抵扣选座
积分，点击“去支付”完成选座；                                           退票规则：参照湖南航空股份有限公司国内客票使用条件执行",A6,湖南航空,"B、H、N、T、U、A、I、R、J、K、L、Q、D、M、O 及其子舱位 
及其子舱位 (舱位+XZA50-舱位+XZA600)前返",XZA6B,,,,
5、冬春航季优享退票产品,所有航线,100,20,KMG319/KMG279,,"为更好保障旅客出行权益，为旅客出行规划提供多种选择，提升服务
保障型产品收入，现推出优享退票产品，旅客购买后在当次航班起飞时间
前 24 小时（含）之前申请自愿退票，可享退票手续费按照客票票面价的
10%收取权益一次。",A6,湖南航空,"适用订座舱位：B、H、N、T、U、A、I、R、J、K、L、Q、D、M、O
及其子舱位 （舱位+TPA100，舱位+TPA200）",XZA6B,,,,
5、冬春航季优享退票产品,所有航线,200,100,KMG319/KMG279,,"为更好保障旅客出行权益，为旅客出行规划提供多种选择，提升服务
保障型产品收入，现推出优享退票产品，旅客购买后在当次航班起飞时间
前 24 小时（含）之前申请自愿退票，可享退票手续费按照客票票面价的
10%收取权益一次。",A6,湖南航空,"适用订座舱位：B、H、N、T、U、A、I、R、J、K、L、Q、D、M、O
及其子舱位 （舱位+TPA100，舱位+TPA200）",XZA6B,,,,
5、冬春航季优享退票产品,所有航线,200,100,KMG319/KMG279,,"为更好保障旅客出行权益，为旅客出行规划提供多种选择，提升服务
保障型产品收入，现推出优享退票产品，旅客购买后在当次航班起飞时间
前 24 小时（含）之前申请自愿退票，可享退票手续费按照客票票面价的
10%收取权益一次。",A6,湖南航空,"适用订座舱位：B、H、N、T、U、A、I、R、J、K、L、Q、D、M、O
及其子舱位 （舱位+TPA100，舱位+TPA200）",XZA6B,,,,
5、冬春航季优享退票产品,所有航线,200,100,KMG319/KMG279,,"为更好保障旅客出行权益，为旅客出行规划提供多种选择，提升服务
保障型产品收入，现推出优享退票产品，旅客购买后在当次航班起飞时间
前 24 小时（含）之前申请自愿退票，可享退票手续费按照客票票面价的
10%收取权益一次。",A6,湖南航空,"适用订座舱位：B、H、N、T、U、A、I、R、J、K、L、Q、D、M、O
及其子舱位 （舱位+TPA100，舱位+TPA200）",XZA6B,,,,
5、冬春航季优享退票产品,所有航线,200,100,KMG319/KMG279,,"为更好保障旅客出行权益，为旅客出行规划提供多种选择，提升服务
保障型产品收入，现推出优享退票产品，旅客购买后在当次航班起飞时间
前 24 小时（含）之前申请自愿退票，可享退票手续费按照客票票面价的
10%收取权益一次。",A6,湖南航空,"适用订座舱位：B、H、N、T、U、A、I、R、J、K、L、Q、D、M、O
及其子舱位 （舱位+TPA100，舱位+TPA200）",XZA6B,,,,
（内容由AI生成，仅供参考）,所有航线,200,100,KMG319/KMG279,,"为更好保障旅客出行权益，为旅客出行规划提供多种选择，提升服务
保障型产品收入，现推出优享退票产品，旅客购买后在当次航班起飞时间
前 24 小时（含）之前申请自愿退票，可享退票手续费按照客票票面价的
10%收取权益一次。",A6,湖南航空,"适用订座舱位：B、H、N、T、U、A、I、R、J、K、L、Q、D、M、O
及其子舱位 （舱位+TPA100，舱位+TPA200）",XZA6B,,,,
夏秋航季优享行李产品,湖南航空所有自营航线，不含包机航线,60 元,,KMG319/KMG279,,20KG 托运行李额,A6,湖南航空,适用舱位：X 舱，关联舱位：J/K/L/Q/M/O 及其子舱位（需关联至动态运价）,XYHA6S,,,,
夏秋季 GP 公务机票产品,适用于湖南航空自营航线，不含包机航线。,优惠舱位价格 88%,,KMG319/KMG279,,,A6,湖南航空,G、Y、B、H、N、T、U、A、I、R 及其子舱位、G(仅限公布运价，不含浮动运价）、Y及其子舱位,订座舱位+GP+U+088,,,,
夏秋季 GP 公务机票产品,适用于湖南航空自营航线，不含包机航线。,优惠舱位价格 95%,,KMG319/KMG279,,"1、客票采用 PAT:A#CGP 自动计算运价出票，不可手工输入。
如为成人订购，须采用 PAT:A#CGP 指令；
如为儿童订购，须采用 PAT:A#CGP*CH 指令。
2、机票备注：EI 项注明“湖南航空退改签规则/YSL”。",A6,湖南航空,B/H/N/T/U/A/I/R 及其子舱位,订座舱位+GP+U+095,,,,
夏秋航季优享改期产品,湖南航空所有自营航班，不含包机航线。,120,70,KMG319/KMG279,,"提供航班起飞前 24 小时之前的同等舱位同等价格免费改期服务一
次，需通过湖南航空呼叫中心或官方小程序办理。",A6,湖南航空,B、H、N、T、U、A、I、R、J、K、L、Q、D、M、O、V 及其子舱位,订座舱位+YGA12S,,,,
夏秋航季优享改期产品,湖南航空所有自营航班，不含包机航线。,200,120,KMG319/KMG279,,,A6,湖南航空,B、H、N、T、U、A、I、R、J、K、L、Q、D、M、O、V 及其子舱位,订座舱位+YGA2B,,,,
夏秋航季优享改期产品,湖南航空所有自营航班，不含包机航线。,300,180,KMG319/KMG279,,,A6,湖南航空,B、H、N、T、U、A、I、R、J、K、L、Q、D、M、O、V 及其子舱位,订座舱位+YGA3B,,,,
1、增值经济舱Q舱,所有航线,上浮16%-20%,60,KMG319/KMG279/CTU152/SZX146,"权益:
-前排座位:经济舱前三排座位;()餐食权益:免费机上餐点一份行李权益:免费托运行李额20KG及1件手提行李(7KG20*40*55cm)
(四) Q无代金券
(五)地面权益:为旅客提供登机口优先登机服务(可享受城市: 北京大兴、西安青岛、海口、丽江、杭州、石家庄出港航班，其他城市暂未开通)(六) 额外积分奖励如果乘客为金鹏会员(积分累积仅限金鹏会员旅客)，购票后除基础消费累积8积分110元以外，可额外累积3积分/10元，共11积分/10元: 定级航段为1。(七)自愿改期、退票手续费优惠:(八)免费提供行程单快递服务(仅限首航官网、首航APP、首航官方旗舰店、首航呼叫中心渠道)。",有效,JD,首都航空,Q舱  GQQ1,GQQ1,,,,
2、商旅优选Q舱,所有航线,上浮16%-20%,10/70,KMG319/KMG279/CTU152/SZX146,基于Q舱代理费上浮10元/段(70元/段）,有效,JD,首都航空,Q PXQ1,PXQ1,,,,
3、超值经济舱W舱,所有航线,上浮YB24%-25%,80,KMG319/KMG279/CTU152/SZX146,"权益:
-前排座位:经济舱前三排座位(餐食权益:免费机上餐点一份:(三)行李权益:免费托运行李额20KG及1件手提行李(7KG,20*40*55cm)(四)50元国内机票代金券(仅限现官网、公众号、APP/H5等自有渠道购买旅客)(五)地面权益:旅客出行可享受专属值机柜台、优先登机、公务舱贵宾室及优先行李提取相关地面保障服务 (可享受城市: 北京大兴、西安、青岛、海口、丽江、杭州、石家庄出港航班，其他城市暂未开通)(六)额外积分奖励如果乘客为金鹏会员(积分累积仅限金鹏会员旅客)，购票后除基础消费累积8积分110元以外，可额外累积3积分/10元，共11积分/10元; 定级航段为1(七)自愿改期、退票手续费优惠(八)免费提供行程单快递服务 (仅限首航官网、首航APP、首航官方旗舰店、首航呼叫中心渠道)。",有效,JD,首都航空,R-K 超值经济舱W(PCJ1),PCJ1,,,,
3、超值经济舱W舱,所有航线,上浮YB24%-25%,10,KMG319/KMG279/CTU152/SZX146,经济舱外放溢价25折左右，提供前三排及餐食、行李及其他地面权益;代理费:80元/航段,有效,JD,首都航空,商旅优选W舱  PXW1,PXW1,,,,
3、超值经济舱W舱,所有航线,上浮YB24%-25%,10,KMG319/KMG279/CTU152/SZX146,基于W舱代理费上浮10元/段,有效,JD,首都航空,超订团队W舱  PCW1,PCW1,,,,
4、“特惠行李”E,所有航线,上浮50元,10元/35元,KMG319/KMG279/CTU152/SZX146,"免费托运行李额 20KG  PYE1；适用经
济舱舱位包含 H/K/L/M/X//N/A/U/T/R  及其子舱位；(单独退票规则，QQ已发政策群）",有效,JD,首都航空,E舱  PYE1（包含H/K/L/M/X//N/A/U/T/R 舱位。                                              航线：北京大兴进出港,PYE1,,,,
5、特惠行李E舱,所有航线,上浮50元,10元/35元,KMG319/KMG279/CTU152/SZX146,根据航段不同，溢价不同，提供20KG托运行李,有效,JD,首都航空,运价代码：PYE1,PYE1,,,,
6、商旅优选E舱,所有航线,上浮50元,10,KMG319/KMG279/CTU152/SZX146,基于E舱代理费上浮10元/段,有效,JD,首都航空,运价标识：PXE1,PXE1,,,,
7、优享变更,所有航线,150,10,KMG319/KMG279/CTU152/SZX146,外放溢价150元，提供免变更费服务权益,有效,JD,首都航空,运价标识：PTGH1,PTGH1,,,,
8、首悦经济舱 P 舱产品,所有航线,下浮2%-4%,0,KMG319/KMG279/CTU152/SZX146,"免费托运行李额：参照下浮前原舱位规定（V\N 舱行李额为
0，其他舱位 10KG,如有运价调整，参见最新运价公布）；                                         4小时含以内100%，4小时-72小时85%，有单独文件客规，参照文件执行",有效,JD,首都航空,订P舱  PPC1/PPC3  （N-B）,PPC1/PPC3,,,,
9、超值公务舱,所有航线,下浮2%-4%,20,KMG319/KMG279/CTU152/SZX146,"1、经济舱联动上浮，适用舱位:Y/H/K/L/M/X/V/N/A/U/T;
2、服务同正价公务舱服务(地面、空中均适用);
3、代理费:20元/段;
4、行李:手提:2件、7KG/件:托运:30KG:
5、有消费积分。",有效,JD,首都航空,订Z舱 （PYY1）,PYY1,,,,
10、空中公务舱I,所有航线,下浮2%-4%,20,KMG319/KMG279/CTU152/SZX146,"1、经济舱联动上浮，适用舱位:Y/H/K/L/M/X/V/N/A/U/T;
2、机上享受公务舱服务，地面不享受;
3、代理费:20元/段;
4、行李:手提:2件、7KG/件;托运:30KG。
5、有消费积分。",有效,JD,首都航空,订I舱  （PLX1）,PLX1,,,,
11、首都航空畅行无忧“机+X”,所有航线  PAT:A#C@PAS1,60,30,KMG319/KMG279/CTU152/SZX146,"自愿退票：

1.该产品客票的订座舱位参照现行国内航班多等级舱位管理规定执行办理，以原舱位计算及收取退票费用",有效,JD,首都航空,B/H/K/L/M/X/V/N/N1/A/A1/U/U1/T/T1/S/S1/S2(产品代码：PYR1  ）,PYR1,,,,
11、首都航空畅行无忧“机+X”,所有航线  PAT:A#C@PAS1,100,50,KMG319/KMG279/CTU152/SZX146,"自愿退票：

1.该产品客票的订座舱位参照现行国内航班多等级舱位管理规定执行办理，以原舱位计算及收取退票费用",有效,JD,首都航空,B/H/K/L/M/X/V/N/N1/A/A1/U/U1/T/T1/S/S1/S2 （产品代码PYQ1,PYQ1,,,,
12、首飞有礼,所有航线,170,50,KMG319/KMG279/CTU152/SZX146,BSP：PAT:A#CPAS1/ GP:PAT:A#CPAS1/CGP/CC,有效,JD,首都航空,"产品权益：20KG 免费托运行李额（其中，在原舱位
H/K/L/M/X舱基础上增加 10KG 行李额，在原舱位V/N/A/U/T/R基础上增加 20KG 行李额）            （25年1月15日重要注意市场，产品必须用指令指令拼运价以及选择对应的运价）                   PAT A@?170",,,,,
12、首飞有礼,所有航线,350,160,KMG319/KMG279/CTU152/SZX146,BSP：PAT:A#CPBS1/ GP:PAT:A#CPBS1/CGP/CC,有效,JD,首都航空,"产品权益：20KG 免费托运行李额（其中，在原舱位
H/K/L/M/X舱基础上增加 10KG 行李额，在原舱位V/N/A/U/T/R基础上增加 20KG 行李额）            （25年1月15日重要注意市场，产品必须用指令指令拼运价以及选择对应的运价）                   PAT A@?170",,,,,
12、首飞有礼,所有航线,500,250,KMG319/KMG279/CTU152/SZX146,BSP：PAT:A#CPCS1/ GP:PAT:A#CPCS1/CGP/CC,有效,JD,首都航空,"产品权益：20KG 免费托运行李额（其中，在原舱位
H/K/L/M/X舱基础上增加 10KG 行李额，在原舱位V/N/A/U/T/R基础上增加 20KG 行李额）            （25年1月15日重要注意市场，产品必须用指令指令拼运价以及选择对应的运价）                   PAT A@?170",,,,,
12、首飞有礼,所有航线,650,350,KMG319/KMG279/CTU152/SZX146,BSP：PAT:A#CPDS1/ GP:PAT:A#CPDS1/CGP/CC,有效,JD,首都航空,"产品权益：20KG 免费托运行李额（其中，在原舱位
H/K/L/M/X舱基础上增加 10KG 行李额，在原舱位V/N/A/U/T/R基础上增加 20KG 行李额）            （25年1月15日重要注意市场，产品必须用指令指令拼运价以及选择对应的运价）                   PAT A@?170",,,,,
12、首飞有礼,所有航线,800,450,KMG319/KMG279/CTU152/SZX146,BSP：PAT:A#CPES1/ GP:PAT:A#CPES1/CGP/CC,有效,JD,首都航空,"产品权益：20KG 免费托运行李额（其中，在原舱位
H/K/L/M/X舱基础上增加 10KG 行李额，在原舱位V/N/A/U/T/R基础上增加 20KG 行李额）            （25年1月15日重要注意市场，产品必须用指令指令拼运价以及选择对应的运价）                   PAT A@?170",,,,,
12、首飞有礼,所有航线,1000,600,KMG319/KMG279/CTU152/SZX146,BSP：PAT:A#CPFS1/ GP:PAT:A#CPFS1/CGP/CC,有效,JD,首都航空,"产品权益：20KG 免费托运行李额（其中，在原舱位
H/K/L/M/X舱基础上增加 10KG 行李额，在原舱位V/N/A/U/T/R基础上增加 20KG 行李额）            （25年1月15日重要注意市场，产品必须用指令指令拼运价以及选择对应的运价）                   PAT A@?170",,,,,
12、首飞有礼,所有航线,1500,900,KMG319/KMG279/CTU152/SZX146,BSP：PAT:A#CPGS1/ GP:PAT:A#CPGS1/CGP/CC,有效,JD,首都航空,"产品权益：20KG 免费托运行李额（其中，在原舱位
H/K/L/M/X舱基础上增加 10KG 行李额，在原舱位V/N/A/U/T/R基础上增加 20KG 行李额）            （25年1月15日重要注意市场，产品必须用指令指令拼运价以及选择对应的运价）                   PAT A@?170",,,,,
13、倍多分积分溢价,所有航线,180,30,KMG319/KMG279/CTU152/SZX146,PJF1   1200 积分,有效,JD,首都航空,"1.产品价格基于经济舱 B/H/K/L/M/X/V/N/A/U/T（含子舱
位）公布运价固定上浮",,,,,
13、倍多分积分溢价,所有航线,360,80,KMG319/KMG279/CTU152/SZX146,PBF1    2000 积分,有效,JD,首都航空,"1.产品价格基于经济舱 B/H/K/L/M/X/V/N/A/U/T（含子舱
位）公布运价固定上浮",,,,,
13、倍多分积分溢价,所有航线,600,150,KMG319/KMG279/CTU152/SZX146,PGF1    4000积分,有效,JD,首都航空,"1.产品价格基于经济舱 B/H/K/L/M/X/V/N/A/U/T（含子舱
位）公布运价固定上浮",,,,,
14、免改添翼,所有航线（指定航线）西安进出港和异地航线，具体参照文件）,300,100,KMG319/KMG279/CTU152/SZX146,MGTA1,有效,JD,首都航空,K/L/M/X/V/N/A/U/T/P/A1/U1/T1/P1,,,,,
14、免改添翼,所有航线（指定航线）西安进出港和异地航线，具体参照文件）,500,200,KMG319/KMG279/CTU152/SZX146,MGTB1,有效,JD,首都航空,K/L/M/X/V/N/A/U/T/P/A1/U1/T1/P1,,,,,
14、免改添翼,所有航线（指定航线）西安进出港和异地航线，具体参照文件）,700,350,KMG319/KMG279/CTU152/SZX146,MGTC1,有效,JD,首都航空,K/L/M/X/V/N/A/U/T/P/A1/U1/T1/P1,,,,,
往返无忧,所有航线  直减,0.03,350,KMG319/KMG279/CTU152/SZX146,"提前天数：
需航班起飞前2天至12天内预订出票(不含起飞当天)销售日期:政策下发日起至2024年6月30日航班日期:2024年3月31日至2024年6月30日(不含2024年4月30日-5月5日)",有效,JD,首都航空,H/K/L/M/X/  PWF3,PWF3,,,,
往返无忧,所有航线  直减,0.05,350,KMG319/KMG279/CTU152/SZX146,"提前天数：
需航班起飞前2天至12天内预订出票(不含起飞当天)销售日期:政策下发日起至2024年6月30日航班日期:2024年3月31日至2024年6月30日(不含2024年4月30日-5月5日)",有效,JD,首都航空,V/N/A/U/T/R   PWF3,PWF3,,,,
往返无忧,所有航线  直减,0.06,350,KMG319/KMG279/CTU152/SZX146,"提前天数：
需航班起飞前13天预订出票(不含起飞当天)          销售日期:政策下发日起至2024年6月30日航班日期:2024年3月31日至2024年6月30日(不含2024年4月30日-5月5日)",有效,JD,首都航空,H/K/L/M/X/,,,,,
往返无忧,所有航线  直减,0.1,350,KMG319/KMG279/CTU152/SZX146,"提前天数：
需航班起飞前13天预订出票(不含起飞当天)          销售日期:政策下发日起至2024年6月30日航班日期:2024年3月31日至2024年6月30日(不含2024年4月30日-5月5日)",有效,JD,首都航空,V/N/A/U/T/R   PWL3,PWL3,,,,
往返无忧,所有航线  直减,0.1,350,KMG319/KMG279/CTU152/SZX146,"提前天数：
需航班起飞前13天预订出票(不含起飞当天)          销售日期:政策下发日起至2024年6月30日航班日期:2024年3月31日至2024年6月30日(不含2024年4月30日-5月5日)",有效,JD,首都航空,V/N/A/U/T/R   PWL3,PWL3,,,,
往返无忧,所有航线  直减,0.1,350,KMG319/KMG279/CTU152/SZX146,"提前天数：
需航班起飞前13天预订出票(不含起飞当天)          销售日期:政策下发日起至2024年6月30日航班日期:2024年3月31日至2024年6月30日(不含2024年4月30日-5月5日)",有效,JD,首都航空,V/N/A/U/T/R   PWL3,PWL3,,,,
往返无忧,所有航线  直减,0.1,350,KMG319/KMG279/CTU152/SZX146,"提前天数：
需航班起飞前13天预订出票(不含起飞当天)          销售日期:政策下发日起至2024年6月30日航班日期:2024年3月31日至2024年6月30日(不含2024年4月30日-5月5日)",有效,JD,首都航空,V/N/A/U/T/R   PWL3,PWL3,,,,
